position mutID selCoef originGen type freq p1freq p2freq adapPhenoDiv FST 
753105 33048166 0.00257166 39263 m2 0.4975 0.7 0.295 -0.00162 0.164029
284743 24279824 -0.00119932 28847 m2 0.485 0.466 0.504 0.000152 0.0014453
105546 41712135 -0.00200501 49555 m2 0.0655 0.057 0.074 6.8e-05 0.00118037
884223 41689071 -0.00183467 49527 m2 0.08375 0.0675 0.1 0.00013 0.00344118
1425392 27775522 0.00275451 33000 m2 0.496 0.703 0.289 -0.001656 0.171407
1384845 35513684 -0.00133998 42188 m2 0.38 0.2135 0.5465 0.001332 0.117667
308908 39910712 -0.000937535 47415 m2 0.387 0.407 0.367 -0.00016 0.00168612
659022 17040391 0.000983906 20247 m2 0.50575 0.7205 0.291 -0.001718 0.184495
596290 41577890 0.0043788 49395 m2 0.1095 0.1155 0.1035 -4.8e-05 0.000369194
1731418 36760717 0.00280972 43671 m2 0.92275 0.9135 0.932 7.4e-05 0.00120033
1379435 23011504 -0.0026196 27337 m2 0.62 0.7865 0.4535 -0.001332 0.117667
1356115 12430898 0.00238242 14769 m2 0.62 0.7865 0.4535 -0.001332 0.117667
1461500 13451058 0.0022635 15984 m2 0.496 0.703 0.289 -0.001656 0.171407
670312 25763286 0.000593472 30611 m2 0.48375 0.267 0.7005 0.001734 0.188121
165521 41923412 -0.00289997 49807 m2 0.069 0.037 0.101 0.000256 0.0159405
383031 40918801 0.00165976 48613 m2 0.48075 0.4645 0.497 0.00013 0.00105782
1013804 41813179 -0.000361902 49675 m2 0.1635 0.171 0.156 -6e-05 0.000411281
1634220 42001878 -0.00212099 49900 m2 0.06325 0.052 0.0745 9e-05 0.0021361
763584 36119443 0.000344507 42909 m2 0.4975 0.7 0.295 -0.00162 0.164029
1473394 34427933 0.000760939 40901 m2 0.499 0.696 0.302 -0.001576 0.155237
622472 38247537 -0.000364111 45436 m2 0.4895 0.693 0.286 -0.001628 0.165722
828560 40978239 0.00140492 48683 m2 0.3705 0.352 0.389 0.000148 0.00146744
949861 39459900 0.00357084 46878 m2 0.56725 0.5095 0.625 0.000462 0.013586
463572 41580038 -0.000120515 49397 m2 0.10825 0.0995 0.117 7e-05 0.000793131
755324 41724225 0.00092103 49569 m2 0.18275 0.099 0.2665 0.00067 0.0469632
1306805 37895472 7.15555e-05 45018 m2 0.29375 0.314 0.2735 -0.000162 0.00197658
769455 40040989 -0.000228197 47570 m2 0.4975 0.7 0.295 -0.00162 0.164029
727330 14823778 0.00187084 17614 m2 0.4975 0.7 0.295 -0.00162 0.164029
215283 41837345 -0.003532 49704 m2 0.15325 0.1695 0.137 -0.00013 0.00203494
1466002 10881038 -0.00211176 12927 m2 0.501 0.304 0.698 0.001576 0.155237
455678 41109413 -0.00313213 48839 m2 0.16725 0.145 0.1895 0.000178 0.00355451
653018 31323476 -0.00323902 37214 m2 0.50925 0.722 0.2965 -0.001702 0.181112
1481134 9817534 0.00129277 11664 m2 0.499 0.696 0.302 -0.001576 0.155237
1445888 4976108 -0.00255387 5909 m2 0.504 0.297 0.711 0.001656 0.171407
1453998 30899529 0.000255236 36710 m2 0.504 0.297 0.711 0.001656 0.171407
1607503 40034543 -0.00361806 47562 m2 0.0625 0.062 0.063 4e-06 4.26667e-06
779730 18193764 0.00267759 21616 m2 0.5025 0.3 0.705 0.00162 0.164029
822442 41022550 -0.0031833 48736 m2 0.38475 0.3505 0.419 0.000274 0.00495554
636091 40073723 -0.000529011 47608 m2 0.49075 0.278 0.7035 0.001702 0.181112
1673410 41491535 0.000845334 49293 m2 0.35525 0.374 0.3365 -0.00015 0.00153489
328041 35120273 0.000711575 41722 m2 0.92025 0.907 0.9335 0.000106 0.00239219
1463661 30163893 0.00214035 35836 m2 0.504 0.297 0.711 0.001656 0.171407
951643 36311335 0.000503604 43138 m2 0.6515 0.628 0.675 0.000188 0.00243231
1905312 41638762 0.0015844 49467 m2 0.1815 0.2265 0.1365 -0.00036 0.0136311
1384279 41367719 0.00119584 49146 m2 0.10475 0.0595 0.15 0.000362 0.0218343
1321271 41881204 0.000801009 49756 m2 0.0555 0.0375 0.0735 0.000144 0.00618088
1978499 40671859 0.00249677 48319 m2 0.3465 0.3075 0.3855 0.000312 0.00671708
1434632 21880926 -0.000849312 25995 m2 0.504 0.297 0.711 0.001656 0.171407
1936067 38762843 -0.00136125 46048 m2 0.62 0.623 0.617 -2.4e-05 3.82003e-05
1367239 15255279 -0.00053094 18126 m2 0.38 0.2135 0.5465 0.001332 0.117667
781693 17564126 0.00382838 20869 m2 0.4975 0.7 0.295 -0.00162 0.164029
1069089 38005157 -0.00348574 45148 m2 0.8335 0.849 0.818 -0.000124 0.00173119
1277665 41383401 0.0016613 49165 m2 0.2525 0.188 0.317 0.000516 0.0220418
753945 41395501 -0.00202033 49179 m2 0.31125 0.4475 0.175 -0.00109 0.0865968
280009 39422602 -2.60225e-05 46834 m2 0.1995 0.2315 0.1675 -0.000256 0.00641203
1115722 40534296 -0.00342533 48155 m2 0.1945 0.231 0.158 -0.000292 0.00850356
958889 39324306 -0.00283178 46716 m2 0.5975 0.6225 0.5725 -0.0002 0.00259882
1377152 20596491 0.00124753 24470 m2 0.62 0.7865 0.4535 -0.001332 0.117667
407720 34810446 0.000808279 41355 m2 0.2275 0.181 0.274 0.000372 0.0123034
658639 29866567 -0.000878012 35483 m2 0.49075 0.278 0.7035 0.001702 0.181112
1913760 41194507 -0.0019804 48940 m2 0.104 0.104 0.104 0 0
1387853 34178819 0.00272196 40605 m2 0.62 0.7865 0.4535 -0.001332 0.117667
520753 40534492 0.00140567 48155 m2 0.12975 0.1545 0.105 -0.000198 0.00542499
524219 40550382 -0.000346431 48174 m2 0.43875 0.48 0.3975 -0.00033 0.00690994
739689 10558560 0.000737989 12544 m2 0.4975 0.7 0.295 -0.00162 0.164029
827945 39543940 -3.79183e-05 46978 m2 0.1665 0.175 0.158 -6.8e-05 0.000520617
1364696 18575502 0.00281132 22070 m2 0.38 0.2135 0.5465 0.001332 0.117667
995235 41013597 0.00204035 48725 m2 0.29625 0.2945 0.298 1.4e-05 1.46892e-05
1390820 41596527 0.00420533 49417 m2 0.10025 0.063 0.1375 0.000298 0.0153832
1591232 41451048 0.00103589 49245 m2 0.101 0.109 0.093 -6.4e-05 0.000704854
1822834 39551014 3.56549e-05 46986 m2 0.053 0.0635 0.0425 -8.4e-05 0.00219661
1464537 14409558 0.00105528 17121 m2 0.499 0.696 0.302 -0.001576 0.155237
1472095 37785378 -0.00125061 44887 m2 0.39425 0.5515 0.237 -0.001258 0.103542
1192776 38640942 -0.002737 45902 m2 0.42425 0.5175 0.331 -0.000746 0.0355993
1445579 14565079 0.00276403 17306 m2 0.496 0.703 0.289 -0.001656 0.171407
1135088 41295456 -0.00071684 49060 m2 0.1095 0.097 0.122 0.0001 0.0016024
1300474 41144716 -0.00125081 48881 m2 0.13875 0.126 0.1515 0.000102 0.00136037
633718 12882769 -0.00295337 15307 m2 0.49075 0.278 0.7035 0.001702 0.181112
740134 12474108 -0.00127858 14820 m2 0.4975 0.7 0.295 -0.00162 0.164029
1863137 41083709 -0.00188514 48808 m2 0.504 0.4865 0.5215 0.00014 0.00122508
389967 40611064 -0.00179561 48247 m2 0.53425 0.544 0.5245 -7.8e-05 0.000382043
647489 12053725 -0.00304196 14320 m2 0.49075 0.278 0.7035 0.001702 0.181112
940667 41405151 0.000131619 49190 m2 0.114 0.069 0.159 0.00036 0.0200487
1600946 37250616 -0.00449041 44252 m2 0.082 0.0745 0.0895 6e-05 0.00074725
759134 27265957 0.00295409 32396 m2 0.4975 0.7 0.295 -0.00162 0.164029
731505 25668837 -0.00120613 30499 m2 0.4975 0.7 0.295 -0.00162 0.164029
1379617 22920310 0.00250106 27228 m2 0.62 0.7865 0.4535 -0.001332 0.117667
316479 40389600 -0.00133445 47983 m2 0.162 0.153 0.171 7.2e-05 0.000596659
1364878 40913291 -0.00198686 48606 m2 0.153 0.087 0.219 0.000528 0.0336134
417340 40951277 0.00128607 48651 m2 0.25425 0.263 0.2455 -7e-05 0.000403796
428313 41911961 0.00271663 49793 m2 0.06325 0.034 0.0925 0.000234 0.01444
205090 41580352 -0.00191655 49398 m2 0.29175 0.299 0.2845 -5.8e-05 0.000254377
771015 26953044 -0.000988241 32024 m2 0.5025 0.3 0.705 0.00162 0.164029
625342 28231708 0.00233799 33542 m2 0.50925 0.722 0.2965 -0.001702 0.181112
1680544 38665271 -0.00011401 45931 m2 0.71225 0.662 0.7625 0.000402 0.0123204
628642 26515735 -0.000110893 31504 m2 0.50925 0.722 0.2965 -0.001702 0.181112
429602 41798796 -0.00623832 49658 m2 0.20375 0.218 0.1895 -0.000114 0.00125165
632651 34148537 -2.96326e-05 40568 m2 0.50925 0.722 0.2965 -0.001702 0.181112
107376 38984718 0.000687149 46313 m2 0.83375 0.8545 0.813 -0.000166 0.00310627
757511 40556598 0.00334145 48181 m2 0.5005 0.299 0.702 0.001612 0.162409
1281706 34519996 0.00128488 41010 m2 0.625 0.6085 0.6415 0.000132 0.0011616
1364834 17466313 -0.00261006 20753 m2 0.38 0.2135 0.5465 0.001332 0.117667
1422046 13956245 0.00111031 16583 m2 0.496 0.703 0.289 -0.001656 0.171407
1460709 9403774 -0.00021051 11171 m2 0.496 0.703 0.289 -0.001656 0.171407
168273 41870912 -0.000606144 49744 m2 0.152 0.1695 0.1345 -0.00014 0.00237595
689107 13618525 -0.00255928 16182 m2 0.48375 0.267 0.7005 0.001734 0.188121
690522 23956147 -0.00195273 28461 m2 0.48375 0.267 0.7005 0.001734 0.188121
1798188 40194629 0.00102617 47752 m2 0.2525 0.2515 0.2535 8e-06 5.29819e-06
4993 38506906 -0.00188191 45743 m2 0.374 0.396 0.352 -0.000176 0.00206728
1320442 41879956 -0.00113153 49755 m2 0.06675 0.0855 0.048 -0.00015 0.00564356
747792 13808350 -0.00030789 16407 m2 0.4975 0.7 0.295 -0.00162 0.164029
594945 31994096 0.00193813 38011 m2 0.411 0.46 0.362 -0.000392 0.00991825
1429378 39118503 0.000296624 46472 m2 0.496 0.703 0.289 -0.001656 0.171407
1362432 10043002 0.000287817 11932 m2 0.38 0.2135 0.5465 0.001332 0.117667
1994801 39887011 0.00040897 47386 m2 0.05225 0.046 0.0585 5e-05 0.000788824
634448 25933469 -0.00159605 30814 m2 0.50925 0.722 0.2965 -0.001702 0.181112
645893 19500687 0.000552842 23169 m2 0.50925 0.722 0.2965 -0.001702 0.181112
635718 39820400 0.000874444 47307 m2 0.06325 0.0875 0.039 -0.000194 0.0099252
739248 15221157 0.00237154 18086 m2 0.4975 0.7 0.295 -0.00162 0.164029
1428512 27925561 -0.00241666 33178 m2 0.504 0.297 0.711 0.001656 0.171407
1086398 41875325 0.000961211 49749 m2 0.1145 0.092 0.137 0.00018 0.00499311
577673 41298000 -0.000795023 49064 m2 0.101 0.0905 0.1115 8.4e-05 0.00121422
639831 32431097 0.00164646 38530 m2 0.50925 0.722 0.2965 -0.001702 0.181112
1365967 40435691 0.00127954 48038 m2 0.154 0.087 0.221 0.000536 0.0344555
757647 23609811 -0.00128201 28049 m2 0.4975 0.7 0.295 -0.00162 0.164029
1076648 38559684 -0.00417889 45806 m2 0.082 0.0875 0.0765 -4.4e-05 0.000401855
666534 19480067 -0.000699506 23144 m2 0.48375 0.267 0.7005 0.001734 0.188121
666093 11660660 0.00536599 13853 m2 0.51625 0.733 0.2995 -0.001734 0.188121
758679 29682656 0.00320945 35265 m2 0.5025 0.3 0.705 0.00162 0.164029
1509066 40576231 0.00216919 48205 m2 0.06375 0.0655 0.062 -1.4e-05 5.13102e-05
219705 38408239 -0.0043609 45626 m2 0.78925 0.7825 0.796 5.4e-05 0.000273921
1162186 38332744 -0.000394971 45537 m2 0.59475 0.5965 0.593 -1.4e-05 1.27063e-05
1402986 38341036 0.000660717 45546 m2 0.85 0.8155 0.8845 0.000276 0.00933529
1365475 23545074 -0.00130219 27972 m2 0.38 0.2135 0.5465 0.001332 0.117667
15280 41954112 -0.00326551 49843 m2 0.05725 0.0445 0.07 0.000102 0.00301195
1148441 41644323 0.00449713 49474 m2 0.0565 0.0415 0.0715 0.00012 0.00422077
1362325 35753566 -0.000964166 42473 m2 0.38 0.2135 0.5465 0.001332 0.117667
1447594 9042803 0.00219152 10742 m2 0.496 0.703 0.289 -0.001656 0.171407
845851 38830053 -0.000799313 46128 m2 0.67475 0.658 0.6915 0.000134 0.00127841
902651 41617784 -0.000439596 49442 m2 0.076 0.093 0.059 -0.000136 0.0041154
1387301 23841505 -0.00134004 28325 m2 0.62 0.7865 0.4535 -0.001332 0.117667
370424 41724555 -0.00270093 49570 m2 0.05775 0.0635 0.052 -4.6e-05 0.0006076
1644567 41294356 0.00184906 49059 m2 0.20075 0.198 0.2035 2.2e-05 4.71332e-05
104250 41863526 -0.000727811 49735 m2 0.05525 0.056 0.0545 -6e-06 1.07764e-05
684693 23633528 0.00132615 28077 m2 0.51625 0.733 0.2995 -0.001734 0.188121
1385051 21715486 -0.00208468 25799 m2 0.38 0.2135 0.5465 0.001332 0.117667
355652 41704245 0.000397315 49545 m2 0.099 0.078 0.12 0.000168 0.004944
1932731 41373177 0.00355987 49152 m2 0.20625 0.171 0.2415 0.000282 0.00758998
408844 40119618 -0.00042797 47663 m2 0.68325 0.6855 0.681 -1.8e-05 2.33921e-05
680261 23091382 -4.35088e-06 27432 m2 0.51625 0.733 0.2995 -0.001734 0.188121
1963054 35088030 0.00300693 41684 m2 0.79775 0.8295 0.766 -0.000254 0.00624787
536154 39298770 -0.00437091 46686 m2 0.3785 0.367 0.39 9.2e-05 0.000562197
681088 32774771 -0.00198689 38938 m2 0.48375 0.267 0.7005 0.001734 0.188121
1794789 33239195 0.00238612 39490 m2 0.142 0.122 0.162 0.00016 0.0032831
637507 6466986 -0.000147742 7682 m2 0.49075 0.278 0.7035 0.001702 0.181112
688641 38132451 0.00255324 45299 m2 0.51625 0.733 0.2995 -0.001734 0.188121
632970 14394921 -0.000277673 17104 m2 0.50925 0.722 0.2965 -0.001702 0.181112
1596594 40005630 -0.0018105 47528 m2 0.13675 0.1615 0.112 -0.000198 0.00518903
1992038 37513317 -0.00259559 44564 m2 0.4835 0.461 0.506 0.00018 0.00202721
466446 38951310 0.00117323 46273 m2 0.4835 0.4575 0.5095 0.000208 0.00270695
682859 38880580 0.00259951 46189 m2 0.48375 0.267 0.7005 0.001734 0.188121
1098469 35171603 -0.00196335 41783 m2 0.78675 0.8005 0.773 -0.00011 0.00112689
1015172 38259396 0.000951731 45450 m2 0.145 0.13 0.16 0.00012 0.00181488
1570502 41724641 -7.22799e-05 49570 m2 0.098 0.07 0.126 0.000224 0.00886918
1387325 40761920 0.00305564 48426 m2 0.62 0.7865 0.4535 -0.001332 0.117667
1095938 39704280 -0.000702916 47168 m2 0.48975 0.4935 0.486 -3e-05 5.62736e-05
732942 27404167 -0.00192737 32559 m2 0.5025 0.3 0.705 0.00162 0.164029
1617166 41204901 -0.000126672 48953 m2 0.3425 0.332 0.353 8.4e-05 0.000489578
454740 41483176 -0.000518035 49283 m2 0.082 0.0775 0.0865 3.6e-05 0.00026901
1218356 41693314 -0.000548296 49532 m2 0.1025 0.075 0.13 0.00022 0.00822067
109409 41516375 0.000596145 49322 m2 0.23 0.239 0.221 -7.2e-05 0.000457369
654739 16021974 -0.000231332 19038 m2 0.50925 0.722 0.2965 -0.001702 0.181112
659383 21478082 0.000720978 25517 m2 0.506 0.721 0.291 -0.00172 0.184927
1707197 41820951 -0.00150563 49684 m2 0.11075 0.126 0.0955 -0.000122 0.00236141
1561992 38964775 -0.000247629 46289 m2 0.43075 0.4005 0.461 0.000242 0.00373183
1482514 34455956 -0.00154381 40934 m2 0.501 0.304 0.698 0.001576 0.155237
1485129 31266205 0.000868383 37146 m2 0.501 0.304 0.698 0.001576 0.155237
760059 31347592 -0.00246138 37242 m2 0.5025 0.3 0.705 0.00162 0.164029
405774 38190454 -0.00180978 45368 m2 0.48475 0.513 0.4565 -0.000226 0.00319522
212494 40946343 -0.000357973 48645 m2 0.0995 0.0775 0.1215 0.000176 0.0054018
1430585 10991413 0.0012976 13058 m2 0.504 0.297 0.711 0.001656 0.171407
1353099 18206424 0.00091369 21631 m2 0.38 0.2135 0.5465 0.001332 0.117667
1357600 23408364 0.000327881 27809 m2 0.62 0.7865 0.4535 -0.001332 0.117667
304496 41510687 -0.00304962 49315 m2 0.06075 0.059 0.0625 1.4e-05 5.36721e-05
181071 37089983 -0.000562331 44061 m2 0.948 0.926 0.97 0.000176 0.00981824
680317 12302387 0.00390298 14616 m2 0.51625 0.733 0.2995 -0.001734 0.188121
1181126 40515015 -0.000260114 48132 m2 0.087 0.072 0.102 0.00012 0.00283265
1099920 38476106 -4.00982e-05 45707 m2 0.2525 0.2615 0.2435 -7.2e-05 0.000429153
1366194 15607616 -0.00259022 18544 m2 0.38 0.2135 0.5465 0.001332 0.117667
184134 39460649 -0.00372654 46879 m2 0.1495 0.142 0.157 6e-05 0.000442392
819843 41537426 -0.00106059 49347 m2 0.09625 0.118 0.0745 -0.000174 0.00543838
1966299 38395632 -0.00268952 45611 m2 0.242 0.2045 0.2795 0.0003 0.00766616
564173 41994107 -0.00203302 49891 m2 0.06475 0.0845 0.045 -0.000158 0.0064412
420993 39488818 -0.00260897 46913 m2 0.494 0.456 0.532 0.000304 0.00577683
1474344 39501886 0.000119127 46928 m2 0.499 0.696 0.302 -0.001576 0.155237
308950 39236718 0.00121579 46612 m2 0.457 0.4595 0.4545 -2e-05 2.51863e-05
1390088 41927767 -0.00116065 49812 m2 0.0525 0.067 0.038 -0.000116 0.00422666
1421343 26863886 0.00164721 31918 m2 0.496 0.703 0.289 -0.001656 0.171407
456015 40420116 0.00461174 48020 m2 0.15025 0.1815 0.119 -0.00025 0.00764882
992867 41857334 -0.000668198 49728 m2 0.0565 0.066 0.047 -7.6e-05 0.001693
423449 36143005 -0.000846883 42937 m2 0.515 0.555 0.475 -0.00032 0.00640577
1426918 32405952 -0.00322056 38500 m2 0.504 0.297 0.711 0.001656 0.171407
364599 39817521 -0.00135888 47303 m2 0.27625 0.239 0.3135 0.000298 0.00694004
777456 17514855 -0.00110082 20810 m2 0.5025 0.3 0.705 0.00162 0.164029
1529694 41200415 0.000698852 48947 m2 0.0705 0.0915 0.0495 -0.000168 0.00672977
1324474 39055842 0.000747018 46398 m2 0.69 0.676 0.704 0.000112 0.000916316
630836 27755845 0.00149863 32976 m2 0.49075 0.278 0.7035 0.001702 0.181112
1431857 12975653 0.0013346 15418 m2 0.496 0.703 0.289 -0.001656 0.171407
1997219 38345046 0.00247652 45551 m2 0.6925 0.693 0.692 -4e-06 1.17402e-06
165351 39596598 0.00478412 47041 m2 0.34375 0.366 0.3215 -0.000178 0.00219456
725561 11010494 -0.000939253 13081 m2 0.5995 0.598 0.601 1.2e-05 9.37111e-06
1480832 19811887 0.00320756 23538 m2 0.501 0.304 0.698 0.001576 0.155237
671872 20447786 0.0016661 24294 m2 0.51625 0.733 0.2995 -0.001734 0.188121
1473414 21235764 0.00235698 25229 m2 0.499 0.696 0.302 -0.001576 0.155237
1367591 37663427 0.000895005 44742 m2 0.38 0.2135 0.5465 0.001332 0.117667
1442311 35923816 0.00117198 42676 m2 0.504 0.297 0.711 0.001656 0.171407
1146445 36693726 0.000492551 43591 m2 0.94125 0.9675 0.915 -0.00021 0.0124608
627931 11711808 0.00186052 13914 m2 0.50925 0.722 0.2965 -0.001702 0.181112
659297 25316955 0.000351688 30081 m2 0.506 0.721 0.291 -0.00172 0.184927
1768714 40810506 -0.000366779 48484 m2 0.22025 0.222 0.2185 -1.4e-05 1.78322e-05
604054 40277477 0.00155576 47850 m2 0.614 0.5685 0.6595 0.000364 0.00873508
650461 15476007 -0.00131824 18388 m2 0.49075 0.278 0.7035 0.001702 0.181112
574420 41160027 0.00135155 48899 m2 0.09575 0.0805 0.111 0.000122 0.00268604
1044726 40551030 -5.69344e-05 48175 m2 0.3175 0.366 0.269 -0.000388 0.0108552
1464901 12448398 -0.00205826 14789 m2 0.501 0.304 0.698 0.001576 0.155237
1792916 40728476 0.00150212 48386 m2 0.28225 0.298 0.2665 -0.000126 0.00122449
637588 31544142 -0.000465075 37477 m2 0.50925 0.722 0.2965 -0.001702 0.181112
1458624 28300375 0.00312196 33623 m2 0.504 0.297 0.711 0.001656 0.171407
1423844 2055589 0.00329393 2442 m2 0.496 0.703 0.289 -0.001656 0.171407
1423905 28102661 -0.0017369 33388 m2 0.504 0.297 0.711 0.001656 0.171407
954348 41800403 0.000541352 49660 m2 0.0725 0.05 0.095 0.00018 0.00752858
627624 14940291 -0.00160086 17753 m2 0.50925 0.722 0.2965 -0.001702 0.181112
402379 41428491 -0.0017576 49218 m2 0.05375 0.0385 0.069 0.000122 0.00457252
740417 16726945 -0.00141005 19875 m2 0.5025 0.3 0.705 0.00162 0.164029
1007178 38338199 0.00183739 45543 m2 0.13775 0.1375 0.138 2e-06 5.26205e-07
1278078 41641660 -0.00275111 49471 m2 0.06125 0.0675 0.055 -5e-05 0.000679366
538257 39946461 0.00149556 47457 m2 0.27825 0.2985 0.258 -0.000162 0.00204187
1365654 28174183 -0.00115095 33473 m2 0.38 0.2135 0.5465 0.001332 0.117667
1426323 17498794 0.0012351 20792 m2 0.496 0.703 0.289 -0.001656 0.171407
354138 41939938 -0.000676123 49826 m2 0.0555 0.036 0.075 0.000156 0.00725395
1427401 23144115 0.00392853 27495 m2 0.496 0.703 0.289 -0.001656 0.171407
1473874 6829450 0.00233382 8113 m2 0.499 0.696 0.302 -0.001576 0.155237
638565 28438023 -0.000298929 33786 m2 0.49075 0.278 0.7035 0.001702 0.181112
1651766 39720812 0.00420571 47188 m2 0.382 0.3905 0.3735 -6.8e-05 0.000306046
760441 19160291 0.00231054 22765 m2 0.4975 0.7 0.295 -0.00162 0.164029
1807962 39619543 -0.000437081 47068 m2 0.7665 0.79 0.743 -0.000188 0.00308558
1919496 37766366 -0.00203484 44865 m2 0.7905 0.8265 0.7545 -0.000288 0.00782563
1025235 40771962 -0.000543791 48438 m2 0.196 0.231 0.161 -0.00028 0.00777363
2130 41001930 0.00075127 48711 m2 0.32975 0.275 0.3845 0.000438 0.0135627
1070510 40869201 -0.000304302 48554 m2 0.12425 0.118 0.1305 5e-05 0.000358991
1521654 40576981 -0.00178795 48206 m2 0.122 0.1275 0.1165 -4.4e-05 0.000282404
746461 36392505 0.00288726 43234 m2 0.4975 0.7 0.295 -0.00162 0.164029
1243777 41669470 0.00237505 49504 m2 0.06525 0.0875 0.043 -0.000178 0.00811678
1632183 41990009 0.000360786 49886 m2 0.11175 0.1215 0.102 -7.8e-05 0.000957693
785098 41702403 -0.000627209 49543 m2 0.14975 0.2075 0.092 -0.000462 0.0261933
1713474 37030437 -0.00106315 43990 m2 0.49825 0.538 0.4585 -0.000318 0.00632033
1390440 28850504 -0.00157375 34277 m2 0.62 0.7865 0.4535 -0.001332 0.117667
984516 36800950 0.000292719 43718 m2 0.13575 0.1195 0.152 0.00013 0.00225075
768871 24996544 0.00342491 29699 m2 0.4975 0.7 0.295 -0.00162 0.164029
632008 27173921 -0.00160759 32286 m2 0.49075 0.278 0.7035 0.001702 0.181112
401957 41477849 0.000995607 49277 m2 0.14375 0.1265 0.161 0.000138 0.00241752
407215 40654406 -0.000150191 48298 m2 0.13575 0.1005 0.171 0.000282 0.010591
1365258 13189652 -0.000646279 15674 m2 0.62 0.7865 0.4535 -0.001332 0.117667
744786 19398383 -0.000172642 23047 m2 0.5025 0.3 0.705 0.00162 0.164029
1353480 25733612 -0.000976215 30576 m2 0.62 0.7865 0.4535 -0.001332 0.117667
1430811 34698129 0.00410631 41222 m2 0.496 0.703 0.289 -0.001656 0.171407
735012 10155900 -0.000712589 12066 m2 0.4975 0.7 0.295 -0.00162 0.164029
296551 40857570 -0.00358235 48540 m2 0.71475 0.722 0.7075 -5.8e-05 0.000257808
512370 41166559 -0.000821101 48907 m2 0.13325 0.1225 0.144 8.6e-05 0.00100059
654194 33473659 -0.000568412 39768 m2 0.50925 0.722 0.2965 -0.001702 0.181112
774058 25938507 -0.00252753 30820 m2 0.4975 0.7 0.295 -0.00162 0.164029
1314694 41750030 0.00135781 49600 m2 0.115 0.1275 0.1025 -0.0001 0.00153525
1481884 40376497 0.000776403 47968 m2 0.3995 0.561 0.238 -0.001292 0.108721
1803674 40625078 0.00162172 48264 m2 0.258 0.276 0.24 -0.000144 0.00169247
734159 22256935 -0.00217079 26441 m2 0.5025 0.3 0.705 0.00162 0.164029
1371504 29102026 -0.00376578 34575 m2 0.38 0.2135 0.5465 0.001332 0.117667
1431199 26125100 -3.37851e-05 31041 m2 0.504 0.297 0.711 0.001656 0.171407
1762628 32904529 0.0034047 39092 m2 0.474 0.4915 0.4565 -0.00014 0.00122832
1633065 41463011 1.08244e-06 49259 m2 0.08375 0.0655 0.102 0.000146 0.00434037
638820 32500944 -9.12207e-05 38612 m2 0.49075 0.278 0.7035 0.001702 0.181112
1419579 32118501 -0.000954946 38158 m2 0.504 0.297 0.711 0.001656 0.171407
1535858 39842847 0.00198267 47333 m2 0.2705 0.2625 0.2785 6.4e-05 0.00032433
675284 41523201 -0.00193668 49330 m2 0.15025 0.2105 0.09 -0.000482 0.0284321
1979910 41733449 -0.00119991 49580 m2 0.08825 0.088 0.0885 2e-06 7.76765e-07
1476451 17945734 0.0047148 21321 m2 0.501 0.304 0.698 0.001576 0.155237
1367949 37522111 0.000490698 44575 m2 0.62 0.7865 0.4535 -0.001332 0.117667
1618949 40758176 0.00141746 48421 m2 0.61775 0.6545 0.581 -0.000294 0.00571945
1340934 41226058 -0.00044737 48978 m2 0.09225 0.064 0.1205 0.000226 0.00953025
764582 17849083 0.00161394 21206 m2 0.5025 0.3 0.705 0.00162 0.164029
1383990 39453952 -0.000224319 46871 m2 0.12725 0.066 0.1885 0.00049 0.0337804
101475 41221665 0.000732377 48973 m2 0.19475 0.23 0.1595 -0.000282 0.00792337
1028776 38487970 -0.000412686 45720 m2 0.79375 0.7845 0.803 7.4e-05 0.000522644
385889 40713460 0.000796617 48368 m2 0.55175 0.5235 0.58 0.000226 0.00322682
1439772 32819139 0.00371053 38990 m2 0.504 0.297 0.711 0.001656 0.171407
683498 25035233 0.000547628 29745 m2 0.51625 0.733 0.2995 -0.001734 0.188121
1803338 38834371 -0.000566727 46133 m2 0.16225 0.156 0.1685 5e-05 0.000287383
1228427 38802196 0.000651981 46095 m2 0.26625 0.2525 0.28 0.00011 0.00096776
1892890 39079099 -0.000162817 46425 m2 0.79575 0.7595 0.832 0.00029 0.00808495
753277 22366232 0.00353382 26570 m2 0.5025 0.3 0.705 0.00162 0.164029
738681 22729409 -0.000928578 27001 m2 0.5025 0.3 0.705 0.00162 0.164029
833543 41688550 -0.00332572 49526 m2 0.19925 0.1925 0.206 5.4e-05 0.00028557
1370275 40546110 -0.00182868 48169 m2 0.33175 0.185 0.4785 0.001174 0.0971418
900388 41693692 -0.000186899 49532 m2 0.07425 0.0595 0.089 0.000118 0.00316515
1101120 35812846 0.000690799 42543 m2 0.76425 0.7465 0.782 0.000142 0.00174868
1241021 36646844 -0.00361366 43535 m2 0.84725 0.8655 0.829 -0.000146 0.00257355
1470389 26831333 5.56162e-05 31879 m2 0.501 0.304 0.698 0.001576 0.155237
1349913 5033799 0.00190999 5978 m2 0.62 0.7865 0.4535 -0.001332 0.117667
1096404 34790664 0.00134934 41331 m2 0.39225 0.4005 0.384 -6.6e-05 0.000285509
644591 10611159 0.000244455 12606 m2 0.49075 0.278 0.7035 0.001702 0.181112
1578977 40740804 -0.00246613 48401 m2 0.276 0.299 0.253 -0.000184 0.00264733
1366228 15484189 0.00223706 18398 m2 0.62 0.7865 0.4535 -0.001332 0.117667
