sim_gen inv_id qtn_id qtn_freqP1 qtn_freqP2 qtn_freq qtn_FST 
3800 210729 313527 0.001 0.0015 0.00125 5.00626e-05
3800 210729 326889 0.0005 0 0.00025 0.000250063
3800 210729 326931 0 0.0005 0.00025 0.000250063
3800 307937 37156 0.1685 0.1565 0.1625 0.000264524
3800 307937 326846 0.0005 0 0.00025 0.000250063
3800 26746 168930 0.3795 0.374 0.37675 3.2207e-05
3800 26746 312371 0.032 0.0355 0.03375 9.39102e-05
3800 26746 316320 0.008 0.008 0.008 0
3800 26746 316583 0.003 0.0025 0.00275 2.27899e-05
3800 26746 322583 0.0085 0.0045 0.0065 0.000619411
3800 26746 326875 0.0005 0 0.00025 0.000250063
3800 26746 326898 0.0005 0 0.00025 0.000250063
3800 26746 326923 0 0.0005 0.00025 0.000250063
3800 26746 326932 0 0.0005 0.00025 0.000250063
3800 26746 326941 0 0.0005 0.00025 0.000250063
3800 207405 129534 0.571 0.579 0.575 6.54731e-05
3800 207405 325144 0.006 0.008 0.007 0.000143864
3800 207405 326582 0.001 0.003 0.002 0.000501002
3800 207405 321423 0.001 0.0015 0.00125 5.00626e-05
3800 207405 326734 0.0005 0.001 0.00075 8.33959e-05
3800 207405 326513 0 0.0015 0.00075 0.000750563
3800 274284 64075 0.5365 0.491 0.51375 0.00207182
3800 274284 25321 1 1 1 NAN
3800 274284 135097 0.147 0.146 0.1465 1.9994e-06
3800 274284 321480 0.003 0.005 0.004 0.000251004
3800 274284 326944 0 0.0005 0.00025 0.000250063
3800 317764 68495 0.998 0.9945 0.99625 NAN
3800 317764 232695 0.5235 0.536 0.52975 0.000819741
3800 324873 322285 0.0085 0.005 0.00675 NAN
3800 316847 205667 0.072 0.0755 0.07375 4.48318e-05
3800 316928 242455 0.122 0.1135 0.11775 0.00017387
3800 316928 324411 0.0115 0.0085 0.01 0.000227273
3800 326694 200531 0.1495 0.1595 0.1545 0.000191381
3800 326953 200944 0.266 0.2355 0.25075 0.00123786
3800 326953 28340 0.6475 0.6265 0.637 0.000476796
4000 5372 264506 0.271 0.2635 0.26725 7.18107e-05
4000 5372 331576 0.0285 0.04 0.03425 0.000999564
4000 5372 340673 0.003 0.001 0.002 0.000501002
4000 5372 337692 0.0015 0.001 0.00125 5.00626e-05
4000 5372 343816 0.002 0 0.001 0.001001
4000 5372 343510 0.0005 0.003 0.00175 0.000894422
4000 5372 343997 0 0.001 0.0005 0.00050025
4000 221536 261169 0.01 0.0065 0.00825 NAN
4000 155542 327956 0.024 0.0295 0.02675 NAN
4000 155542 344193 0 0.0005 0.00025 NAN
4000 333139 111724 0.744 0.7405 0.74225 1.60076e-05
4000 210729 271946 0.4405 0.4625 0.4515 0.000488597
4000 210729 130643 0.4405 0.4625 0.4515 0.000488597
4000 210729 157050 0.4405 0.4625 0.4515 0.000488597
4000 210729 338027 0.017 0.0195 0.01825 8.7208e-05
4000 210729 343029 0.0005 0.001 0.00075 8.33959e-05
4000 210729 340989 0.001 0 0.0005 0.00050025
4000 307937 37156 0.178 0.1805 0.17925 1.06206e-05
4000 26746 322583 0.043 0.04 0.0415 NAN
4000 26746 168930 0.504 0.522 0.513 5.65643e-05
4000 26746 312371 0.076 0.0725 0.07425 0.000324219
4000 26746 335775 0.0075 0.006 0.00675 4.45539e-05
4000 26746 342394 0.0055 0.0035 0.0045 8.38997e-05
4000 26746 343918 0.001 0.001 0.001 0.000223227
4000 26746 335800 0.003 0.014 0.0085 0
4000 26746 344134 0.0005 0 0.00025 0.00358933
4000 26746 344005 0 0.001 0.0005 0.000250063
4000 26746 343772 0 0.0015 0.00075 0.00050025
4000 207405 129534 0.6485 0.6345 0.6415 0.000213064
4000 207405 341331 0.0105 0.008 0.00925 0.000170496
4000 207405 333298 0.0155 0.0105 0.013 0.000487102
4000 207405 337693 0.002 0.0005 0.00125 0.000450563
4000 207405 341187 0.014 0.01 0.012 0.000337382
4000 207405 332619 0.005 0.0045 0.00475 1.32207e-05
4000 207405 343866 0.0005 0 0.00025 0.000250063
4000 207405 344159 0 0.0005 0.00025 0.000250063
4000 207405 343559 0 0.0015 0.00075 0.000750563
4000 207405 344179 0 0.0005 0.00025 0.000250063
4000 342564 189167 0.4335 0.4265 0.43 4.99796e-05
4000 343515 281964 0.0995 0.089 0.09425 0.000322871
4000 338443 37301 0.6465 0.6325 0.6395 0.000212545
4000 338443 210630 0.082 0.088 0.085 0.000115718
4000 338443 196633 0.2345 0.255 0.24475 0.000568374
4000 338695 28340 0.693 0.7125 0.70275 0.000455079
4000 332612 269803 0.168 0.162 0.165 6.53239e-05
4000 332612 68495 1 1 1 NAN
4000 343693 131933 0.1725 0.157 0.16475 0.000436477
4000 316928 242455 0.242 0.2365 0.23925 4.155e-05
4000 316928 324411 0.012 0.0165 0.01425 0.000360399
4000 334251 7551 0.3475 0.343 0.34525 2.23952e-05
4000 343692 253147 0.109 0.1055 0.10725 3.19852e-05
4000 344024 53870 0.225 0.2285 0.22675 1.74666e-05
4000 343778 285349 0.0405 0.0535 0.047 NAN
4000 343778 67395 0.537 0.558 0.5475 0.00094327
4200 5372 264506 0.357 0.3655 0.36125 7.82779e-05
4200 5372 331576 0.1315 0.1315 0.1315 0
4200 5372 345455 0.0395 0.037 0.03825 4.24743e-05
4200 5372 355073 0.0165 0.019 0.01775 8.96189e-05
4200 5372 360601 0.0005 0.0005 0.0005 0
4200 5372 361005 0.0005 0.001 0.00075 8.33959e-05
4200 5372 358404 0.001 0.003 0.002 0.000501002
4200 354335 360631 0.0005 0.0005 0.0005 NAN
4200 360909 263994 0.0285 0.0245 0.0265 NAN
4200 360909 107583 0.7445 0.7605 0.7525 0.000155052
4200 155542 327956 0.0015 0.0045 0.003 NAN
4200 333139 111724 0.8115 0.8045 0.808 7.8963e-05
4200 210729 271946 0.4185 0.425 0.42175 4.33108e-05
4200 210729 130643 0.4185 0.425 0.42175 4.33108e-05
4200 210729 157050 0.4185 0.425 0.42175 4.33108e-05
4200 210729 338027 0.044 0.052 0.048 0.00035014
4200 210729 353848 0.018 0.0215 0.01975 0.000158187
4200 210729 358575 0.002 0.003 0.0025 0.000100251
4200 307937 37156 0.1725 0.1875 0.18 0.000381098
4200 26746 168930 0.7595 0.736 0.74775 0.000731961
4200 26746 312371 0.2055 0.1935 0.1995 0.000225423
4200 26746 322583 0.0905 0.109 0.09975 0.000952812
4200 26746 360233 0.0025 0.002 0.00225 2.78404e-05
4200 26746 335800 0.0155 0.0165 0.016 1.58791e-05
4200 26746 356321 0.0015 0.001 0.00125 5.00626e-05
4200 26746 354271 0.0105 0.005 0.00775 0.000983428
4200 26746 357471 0.0125 0.0105 0.0115 8.79682e-05
4200 26746 360269 0.002 0.003 0.0025 0.000100251
4200 26746 359130 0.0005 0 0.00025 0.000250063
4200 26746 361230 0 0.0005 0.00025 0.000250063
4200 26746 361243 0 0.0005 0.00025 0.000250063
4200 207405 129534 0.824 0.7915 0.80775 0.00170045
4200 207405 348142 0.0395 0.043 0.04125 7.74367e-05
4200 207405 359275 0.002 0.002 0.002 0
4200 207405 341187 0.0145 0.016 0.01525 3.74565e-05
4200 207405 356787 0.0005 0.0005 0.0005 0
4200 207405 361126 0.0005 0.0015 0.001 0.00025025
4200 207405 361174 0.0005 0 0.00025 0.000250063
4200 207405 361008 0.0005 0 0.00025 0.000250063
4200 207405 360912 0.0005 0 0.00025 0.000250063
4200 207405 361194 0.0005 0 0.00025 0.000250063
4200 207405 361202 0.0005 0 0.00025 0.000250063
4200 207405 360712 0 0.002 0.001 0.001001
4200 207405 360780 0 0.0005 0.00025 0.000250063
4200 207405 361256 0 0.0005 0.00025 0.000250063
4200 351276 67395 0.625 0.635 0.63 0.00010725
4200 351276 34927 0.2955 0.3035 0.2995 7.62632e-05
4200 360763 338396 0.0545 0.0575 0.056 4.2562e-05
4200 360763 167320 0.8575 0.8445 0.851 0.000333205
4200 360763 278758 0.1285 0.1295 0.129 2.22501e-06
4200 351184 267169 0.2965 0.289 0.29275 6.79192e-05
4200 351184 157120 0.0305 0.043 0.03675 0.00110348
4200 351184 278758 0.1285 0.1295 0.129 2.22501e-06
4200 332612 269803 0.2335 0.2495 0.2415 0.000349387
4200 332612 68495 1 1 1 NAN
4200 359047 91586 0.538 0.527 0.5325 0.000121513
4200 359047 125046 0.094 0.096 0.095 1.16313e-05
4200 343693 131933 0.2005 0.219 0.20975 0.000516199
4200 343693 361134 0.0005 0 0.00025 0.000250063
4200 358757 275038 0.2995 0.286 0.29275 0.000220058
4200 359456 157120 0.0305 0.043 0.03675 NAN
4200 359456 167320 0.8575 0.8445 0.851 0.00110348
4200 357765 114546 0.2645 0.2845 0.2745 0.000502135
4200 360575 216305 0.081 0.0775 0.07925 4.19696e-05
4200 360575 205020 0.3335 0.336 0.33475 7.0164e-06
4200 354411 334955 0.079 0.065 0.072 0.000733357
4200 354411 68495 1 1 1 NAN
4200 360405 167320 0.8575 0.8445 0.851 0.000333205
4200 361162 189167 0.497 0.525 0.511 0.00078438
4200 361262 283015 0.103 0.1125 0.10775 0.000234684
4400 5372 331576 0.075 0.081 0.078 0.000125146
4400 5372 264506 0.2975 0.304 0.30075 5.0226e-05
4400 5372 370833 0.009 0.0085 0.00875 7.20591e-06
4400 5372 378317 0 0.0005 0.00025 0.000250063
4400 343693 131933 0.1925 0.196 0.19425 1.95666e-05
4400 343693 375665 0.001 0.0005 0.00075 8.33959e-05
4400 334924 378127 0.0005 0 0.00025 NAN
4400 372401 30219 1 1 1 NAN
4400 372401 76979 0.968 0.974 0.971 NAN
4400 155542 373090 0.0165 0.022 0.01925 NAN
4400 155542 378320 0 0.0005 0.00025 NAN
4400 333139 111724 0.9485 0.947 0.94775 1.13591e-05
4400 210729 271946 0.3265 0.3385 0.3325 0.000162203
4400 210729 130643 0.3265 0.3385 0.3325 0.000162203
4400 210729 157050 0.3265 0.3385 0.3325 0.000162203
4400 210729 353848 0.126 0.1135 0.11975 0.000370577
4400 210729 338027 0.026 0.033 0.0295 0.000427877
4400 210729 376623 0.0055 0.002 0.00375 0.000819741
4400 210729 362604 0.0275 0.039 0.03325 0.00102856
4400 210729 369492 0.0395 0.0465 0.043 0.000297684
4400 210729 377699 0.004 0 0.002 0.00200401
4400 210729 374549 0.004 0.0025 0.00325 0.000173641
4400 210729 378131 0.0005 0.0005 0.0005 0
4400 210729 377934 0.0005 0.0005 0.0005 0
4400 210729 378309 0.0005 0 0.00025 0.000250063
4400 378269 267495 0.526 0.5435 0.53475 0.000307736
4400 378269 68495 1 1 1 NAN
4400 378269 232695 0.4695 0.491 0.48025 0.000462972
4400 26746 168930 0.8445 0.855 0.84975 0.00021588
4400 26746 312371 0.4525 0.4445 0.4485 6.46863e-05
4400 26746 322583 0.221 0.2265 0.22375 4.35412e-05
4400 26746 377814 0.001 0.002 0.0015 0.000166917
4400 26746 356321 0.07 0.068 0.069 1.55669e-05
4400 26746 374297 0.0005 0.0005 0.0005 0
4400 26746 378059 0.0025 0.001 0.00175 0.000321992
4400 26746 377521 0.001 0.0015 0.00125 5.00626e-05
4400 26746 377799 0.0005 0 0.00025 0.000250063
4400 26746 378342 0 0.0005 0.00025 0.000250063
4400 207405 129534 0.699 0.709 0.704 0.000119971
4400 207405 361126 0.0205 0.0205 0.0205 0
4400 207405 348142 0.02 0.014 0.017 0.000538567
4400 207405 361801 0.012 0.0135 0.01275 4.46874e-05
4400 207405 374611 0.002 0.006 0.004 0.00100402
4400 207405 376816 0.002 0.0005 0.00125 0.000450563
4400 207405 377622 0.0005 0 0.00025 0.000250063
4400 207405 376330 0.0005 0.0005 0.0005 0
4400 364612 314651 0.49 0.4595 0.47475 0.000932628
4400 332612 269803 0.2 0.1815 0.19075 0.000554289
4400 332612 68495 1 1 1 NAN
4400 332612 372075 0.0105 0.0115 0.011 2.29801e-05
4400 332612 378108 0.0005 0 0.00025 0.000250063
4400 332612 377748 0.0025 0.002 0.00225 2.78404e-05
4400 332612 378300 0.0005 0 0.00025 0.000250063
4400 359047 91586 0.631 0.62 0.6255 0.000129136
4400 359047 125046 0.1955 0.19 0.19275 4.8603e-05
4400 377407 278758 0.1365 0.1325 0.1345 3.43614e-05
4400 377407 336001 0.0975 0.0985 0.098 2.82818e-06
4400 378370 376872 0.002 0.003 0.0025 NAN
4600 5372 331576 0.011 0.0155 0.01325 NAN
4600 5372 264506 0.27 0.2775 0.27375 0.000387206
4600 5372 370833 0.0145 0.0205 0.0175 7.0733e-05
4600 5372 394102 0.001 0.0005 0.00075 0.000523446
4600 5372 392435 0.0025 0.003 0.00275 8.33959e-05
4600 5372 390343 0.0015 0.003 0.00225 2.27899e-05
4600 5372 395410 0 0.0005 0.00025 0.000250564
4600 343693 131933 0.183 0.183 0.183 0
4600 343693 394255 0.0005 0.001 0.00075 8.33959e-05
4600 343693 395377 0.0005 0 0.00025 0.000250063
4600 395161 390333 0.013 0.0085 0.01075 NAN
4600 395161 188987 0.3255 0.328 0.32675 0.000476048
4600 395161 25321 1 1 1 7.10278e-06
4600 395161 254933 0.3935 0.375 0.38425 NAN
4600 385739 295808 0.363 0.3625 0.36275 2.70373e-07
4600 210729 271946 0.418 0.39 0.404 0.000814008
4600 210729 130643 0.418 0.39 0.404 0.000814008
4600 210729 338027 0.249 0.223 0.236 0.000937306
4600 210729 157050 0.418 0.39 0.404 0.000814008
4600 210729 353848 0.17 0.159 0.1645 0.000220096
4600 210729 380189 0.0165 0.0155 0.016 1.58791e-05
4600 210729 362604 0.0045 0.009 0.00675 0.000755097
4600 210729 395042 0.001 0.001 0.001 0
4600 210729 395236 0.0005 0 0.00025 0.000250063
4600 210729 395488 0 0.0005 0.00025 0.000250063
4600 210729 394192 0 0.0005 0.00025 0.000250063
4600 394012 348031 0.018 0.022 0.02 NAN
4600 26746 168930 0.902 0.9005 0.90125 6.32034e-06
4600 26746 356321 0.108 0.1015 0.10475 0.000112634
4600 26746 312371 0.5845 0.582 0.58325 6.4282e-06
4600 26746 392407 0.035 0.0315 0.03325 9.52731e-05
4600 26746 322583 0.156 0.165 0.1605 0.00015029
4600 26746 394644 0.0005 0.001 0.00075 8.33959e-05
4600 26746 392627 0.001 0.002 0.0015 0.000166917
4600 26746 391855 0.0185 0.018 0.01825 3.48832e-06
4600 26746 390261 0.0065 0.01 0.00825 0.0003743
4600 26746 394560 0.0025 0.0045 0.0035 0.000286718
4600 26746 394229 0.002 0.0025 0.00225 2.78404e-05
4600 26746 395462 0.0005 0 0.00025 0.000250063
4600 26746 395398 0 0.001 0.0005 0.00050025
4600 26746 395503 0 0.0005 0.00025 0.000250063
4600 207405 129534 0.4585 0.44 0.44925 0.000345813
4600 207405 395083 0.0005 0 0.00025 0.000250063
4600 207405 393090 0.0055 0.0035 0.0045 0.000223227
4600 207405 392763 0.0015 0.0015 0.0015 0
4600 207405 395445 0.0005 0 0.00025 0.000250063
4600 207405 390257 0.004 0.001 0.0025 0.000902256
4600 207405 395415 0.0005 0 0.00025 0.000250063
4600 207405 395001 0.0015 0.0005 0.001 0.00025025
4600 207405 395169 0 0.0015 0.00075 0.000750563
4600 207405 395305 0 0.0005 0.00025 0.000250063
4600 359047 383834 0.0265 0.039 0.03275 NAN
4600 359047 91586 0.4485 0.453 0.45075 0.00123313
4600 359047 125046 0.288 0.304 0.296 2.04484e-05
4600 386198 219077 0.163 0.1755 0.16925 0.000277818
4600 332612 269803 0.134 0.1335 0.13375 5.3944e-07
4600 332612 68495 1 1 1 NAN
4600 390568 25321 1 1 1 NAN
4600 390568 289244 0.28 0.276 0.278 NAN
4600 390145 142244 0.444 0.4445 0.44425 2.53147e-07
4600 390145 299365 0.3535 0.354 0.35375 2.7339e-07
4600 394389 43110 0.482 0.4685 0.47525 0.000182698
4600 394389 348031 0.018 0.022 0.02 0.000204082
4600 387224 366895 0.1 0.111 0.1055 0.000320548
4600 387836 107583 0.74 0.725 0.7325 0.000287072
4600 391901 108136 0.0285 0.027 0.02775 NAN
4600 391901 316972 0.042 0.042 0.042 NAN
4600 395511 64075 0.5495 0.556 0.55275 4.27255e-05
4600 395511 25321 1 1 1 NAN
4600 395511 289244 0.28 0.276 0.278 1.99287e-05
4600 395512 264693 0.0655 0.0635 0.0645 1.65728e-05
4800 5372 264506 0.3685 0.342 0.35525 0.00076649
4800 5372 370833 0.1215 0.1105 0.116 0.000294995
4800 5372 412577 0.0005 0.0005 0.0005 0
4800 5372 412413 0.0005 0 0.00025 0.000250063
4800 5372 412611 0.0005 0 0.00025 0.000250063
4800 5372 412630 0 0.0005 0.00025 0.000250063
4800 343693 131933 0.269 0.2625 0.26575 5.41314e-05
4800 343693 395377 0.0235 0.0225 0.023 1.11255e-05
4800 343693 412495 0.0005 0.001 0.00075 8.33959e-05
4800 343693 411290 0 0.003 0.0015 0.00150225
4800 396676 302147 0.2075 0.207 0.20725 3.80408e-07
4800 210729 271946 0.4395 0.4505 0.445 0.000122482
4800 210729 130643 0.4395 0.4505 0.445 0.000122482
4800 210729 157050 0.4395 0.4505 0.445 0.000122482
4800 210729 353848 0.132 0.1325 0.13225 5.44615e-07
4800 210729 338027 0.3445 0.3535 0.349 8.91289e-05
4800 210729 412462 0.001 0 0.0005 0.00050025
4800 210729 411709 0.002 0.001 0.0015 0.000166917
4800 210729 412556 0.0005 0 0.00025 0.000250063
4800 210729 409749 0.0005 0.002 0.00125 0.000450563
4800 210729 412579 0.0005 0.0005 0.0005 0
4800 210729 411308 0 0.0015 0.00075 0.000750563
4800 406480 379512 0.178 0.187 0.1825 0.00013573
4800 406480 128197 0.869 0.855 0.862 0.000411917
4800 406480 412583 0.0005 0 0.00025 0.000250063
4800 406480 412505 0 0.0005 0.00025 0.000250063
4800 26746 168930 0.85 0.8685 0.85925 0.000707482
4800 26746 312371 0.614 0.6405 0.62725 0.000750885
4800 26746 356321 0.037 0.0455 0.04125 0.000456718
4800 26746 391855 0.051 0.0545 0.05275 6.12899e-05
4800 26746 411582 0.0125 0.01 0.01125 0.000140469
4800 26746 322583 0.086 0.088 0.087 1.25895e-05
4800 26746 411883 0.0015 0.0015 0.0015 0
4800 26746 411811 0.0035 0.0025 0.003 8.35841e-05
4800 26746 402043 0.0085 0.0115 0.01 0.000227273
4800 26746 409973 0.0025 0.004 0.00325 0.000173641
4800 26746 404219 0.011 0.0095 0.01025 5.54464e-05
4800 26746 411707 0.005 0.006 0.0055 4.57059e-05
4800 26746 412221 0.003 0.005 0.004 0.000251004
4800 26746 410200 0.0005 0 0.00025 0.000250063
4800 26746 411998 0.0005 0 0.00025 0.000250063
4800 26746 412267 0 0.0015 0.00075 0.000750563
4800 411019 271328 0.0595 0.0675 0.0635 0.000269053
4800 207405 129534 0.3345 0.368 0.35125 0.00123122
4800 207405 405322 0.0165 0.0165 0.0165 0
4800 207405 409236 0.003 0.0045 0.00375 0.000150565
4800 207405 410950 0.007 0.007 0.007 0
4800 207405 409281 0.0085 0.006 0.00725 0.000217091
4800 207405 412592 0.0005 0 0.00025 0.000250063
4800 359047 383834 0.0955 0.085 0.09025 0.000335698
4800 359047 91586 0.3365 0.318 0.32725 0.000388642
4800 359047 125046 0.2615 0.243 0.25225 0.000453624
4800 359047 412350 0.0005 0 0.00025 0.000250063
4800 386198 219077 0.2815 0.2805 0.281 1.23738e-06
4800 332612 269803 0.1935 0.2055 0.1995 0.000225423
4800 332612 403333 0.0175 0.0205 0.019 0.000120715
4800 332612 68495 1 1 1 NAN
4800 410460 411778 0.003 0.001 0.002 NAN
4800 410460 367293 0.102 0.0855 0.09375 0.000501002
4800 411607 279336 0.039 0.0435 0.04125 NAN
4800 411357 335301 0.2385 0.232 0.23525 5.87107e-05
4800 412312 180703 0.804 0.7905 0.79725 0.000281872
4800 412312 409881 0.0125 0.016 0.01425 0.000218019
4800 412676 247809 0.413 0.4095 0.41125 1.26485e-05
4800 412676 232708 0.488 0.473 0.4805 0.000225343
4800 412676 68513 0.518 0.546 0.532 0.000787224
4800 412676 328223 0.1095 0.126 0.11775 0.000655172
5000 429798 95607 0.319 0.2795 0.29925 0.0018601
5000 5372 264506 0.3665 0.367 0.36675 2.69113e-07
5000 5372 370833 0.186 0.179 0.1825 8.2108e-05
5000 5372 417941 0.0135 0.0085 0.011 0.000574501
5000 5372 415463 0.012 0.024 0.018 0.00203666
5000 5372 428970 0.002 0.0045 0.00325 0.000482337
5000 5372 427139 0.002 0.003 0.0025 0.000100251
5000 5372 428540 0.004 0.002 0.003 0.000334336
5000 5372 423658 0.0015 0.003 0.00225 0.000250564
5000 5372 428290 0.001 0.0025 0.00175 0.000321992
5000 5372 429718 0 0.0005 0.00025 0.000250063
5000 343693 131933 0.3705 0.35 0.36025 0.000455862
5000 420394 412686 0.0145 0.02 0.01725 NAN
5000 420394 352100 0.1645 0.176 0.17025 0.000446101
5000 420394 238557 0.2445 0.2455 0.245 0.000234046
5000 420394 180703 0.85 0.864 0.857 1.35153e-06
5000 396676 302147 0.1795 0.1955 0.1875 0.000420103
5000 396676 413697 0.048 0.0515 0.04975 6.47806e-05
5000 396676 414038 0.004 0.0035 0.00375 1.67294e-05
5000 426992 188987 0.162 0.1765 0.16925 0.000373832
5000 426992 25321 1 1 1 NAN
5000 210729 271946 0.4495 0.4295 0.4395 0.000405943
5000 210729 130643 0.4495 0.4295 0.4395 0.000405943
5000 210729 338027 0.3845 0.366 0.37525 0.000364969
5000 210729 157050 0.4495 0.4295 0.4395 0.000405943
5000 210729 353848 0.1265 0.1225 0.1245 3.66973e-05
5000 210729 427486 0.013 0.0095 0.01125 0.00027532
5000 210729 425373 0.0095 0.0105 0.01 2.52525e-05
5000 210729 429850 0.0005 0 0.00025 0.000250063
5000 210729 426753 0.0025 0.003 0.00275 2.27899e-05
5000 210729 428909 0.002 0 0.001 0.001001
5000 210729 429101 0.0005 0.0005 0.0005 0
5000 210729 429912 0.0005 0 0.00025 0.000250063
5000 210729 429684 0.0005 0.0015 0.001 0.00025025
5000 429485 112235 0.962 0.966 0.964 NAN
5000 429485 169276 0.5585 0.5595 0.559 0.00011526
5000 429485 295808 0.2355 0.243 0.23925 1.01412e-06
5000 26746 168930 0.9025 0.896 0.89925 0.000116585
5000 26746 312371 0.738 0.72 0.729 0.000410004
5000 26746 391855 0.076 0.087 0.0815 0.0004041
5000 26746 356321 0.0325 0.0405 0.0365 0.000454962
5000 26746 322583 0.0475 0.05 0.04875 3.36939e-05
5000 26746 429905 0.0005 0 0.00025 0.000250063
5000 26746 427782 0.002 0 0.001 0.001001
5000 26746 425774 0.0005 0.0005 0.0005 0
5000 26746 429736 0 0.001 0.0005 0.00050025
5000 26746 428907 0 0.0005 0.00025 0.000250063
5000 207405 129534 0.353 0.3475 0.35025 3.32308e-05
5000 207405 405322 0.014 0.009 0.0115 0.000549801
5000 207405 426485 0.0055 0.008 0.00675 0.000233055
5000 207405 429740 0 0.0005 0.00025 0.000250063
5000 419571 198491 0.6165 0.6185 0.6175 4.23381e-06
5000 359047 383834 0.0595 0.0615 0.0605 1.75933e-05
5000 359047 91586 0.3785 0.384 0.38125 3.20583e-05
5000 359047 125046 0.2735 0.2685 0.271 3.16361e-05
5000 386198 219077 0.205 0.2025 0.20375 9.63104e-06
5000 386198 427614 0.0005 0.001 0.00075 8.33959e-05
5000 426005 167320 0.7115 0.709 0.71025 7.59251e-06
5000 426005 263311 0.518 0.539 0.5285 0.000442437
5000 332612 269803 0.2115 0.201 0.20625 0.000168361
5000 332612 68495 1 1 1 NAN
5000 422709 428934 0.001 0.006 0.0035 NAN
5000 429404 428698 0.0035 0.0015 0.0025 NAN
5000 428967 88415 0.606 0.5935 0.59975 0.000162727
5000 428967 244157 0.3275 0.3105 0.319 0.000332583
5000 428967 176146 0.818 0.8295 0.82375 0.000227725
5000 429566 88415 0.606 0.5935 0.59975 0.000162727
5000 429566 244157 0.3275 0.3105 0.319 0.000332583
5000 429895 296715 0.2935 0.2975 0.2955 1.92142e-05
5000 429895 88415 0.606 0.5935 0.59975 0.000162727
5200 5372 415463 0.0475 0.059 0.05325 0.000655814
5200 5372 264506 0.379 0.374 0.3765 2.66243e-05
5200 5372 370833 0.129 0.1435 0.13625 0.000446634
5200 5372 443958 0.003 0.0035 0.00325 1.92935e-05
5200 5372 446470 0.0045 0.0015 0.003 0.000752257
5200 5372 433771 0.0165 0.0135 0.015 0.000152284
5200 5372 445502 0.0035 0.0025 0.003 8.35841e-05
5200 5372 446811 0 0.0005 0.00025 0.000250063
5200 343693 131933 0.359 0.3445 0.35175 0.000230515
5200 343693 445935 0 0.001 0.0005 0.00050025
5200 445532 409698 0.2705 0.2615 0.266 0.000103716
5200 445532 142244 0.2135 0.209 0.21125 3.03829e-05
5200 396676 302147 0.2 0.1965 0.19825 1.92674e-05
5200 396676 413697 0.0405 0.0365 0.0385 0.000108056
5200 396676 430044 0.0405 0.0365 0.0385 0.000108056
5200 396676 436625 0.0265 0.023 0.02475 0.000126878
5200 438814 56985 0.665 0.6595 0.66225 3.38102e-05
5200 210729 271946 0.3785 0.3765 0.3775 4.25543e-06
5200 210729 130643 0.3785 0.3765 0.3775 4.25543e-06
5200 210729 338027 0.3785 0.3765 0.3775 4.25543e-06
5200 210729 157050 0.3785 0.3765 0.3775 4.25543e-06
5200 210729 353848 0.0515 0.061 0.05625 0.000425018
5200 210729 444555 0.007 0.0085 0.00775 7.31475e-05
5200 210729 446813 0.001 0 0.0005 0.00050025
5200 442264 332677 0.1755 0.177 0.17625 3.87434e-06
5200 442264 51220 0.8925 0.8885 0.8905 4.10215e-05
5200 382500 436405 0.0065 0.006 0.00625 NAN
5200 382500 446457 0.0015 0.0005 0.001 NAN
5200 435650 285431 0.096 0.0825 0.08925 0.000560532
5200 435650 30219 1 1 1 NAN
5200 26746 168930 0.876 0.8785 0.87725 1.45103e-05
5200 26746 312371 0.711 0.7045 0.70775 5.10661e-05
5200 26746 322583 0.048 0.054 0.051 0.000185954
5200 26746 356321 0.0415 0.044 0.04275 3.8182e-05
5200 26746 439053 0.0335 0.034 0.03375 1.91653e-06
5200 26746 440992 0.0195 0.017 0.01825 8.7208e-05
5200 26746 391855 0.0065 0.01 0.00825 0.0003743
5200 26746 442315 0.0205 0.019 0.01975 2.90548e-05
5200 26746 446850 0.002 0 0.001 0.001001
5200 26746 446894 0.001 0.001 0.001 0
5200 26746 444227 0.0015 0.002 0.00175 3.57769e-05
5200 26746 445815 0 0.0005 0.00025 0.000250063
5200 207405 129534 0.3115 0.3215 0.3165 0.000115565
5200 207405 405322 0.0025 0.0035 0.003 8.35841e-05
5200 207405 446523 0.0015 0.001 0.00125 5.00626e-05
5200 207405 445920 0.0015 0 0.00075 0.000750563
5200 207405 446743 0 0.001 0.0005 0.00050025
5200 409225 446458 0.001 0.0005 0.00075 NAN
5200 419571 198491 0.624 0.623 0.6235 1.06497e-06
5200 359047 383834 0.0425 0.048 0.04525 NAN
5200 359047 91586 0.3795 0.412 0.39575 0.000175048
5200 359047 125046 0.221 0.2475 0.23425 0.00110425
5200 359047 440548 0.016 0.019 0.0175 0.000978735
5200 359047 436987 0.016 0.019 0.0175 0.000130862
5200 359047 444981 0.002 0.0025 0.00225 0.000130862
5200 386198 219077 0.0825 0.095 0.08875 0.000483008
5200 428967 88415 0.587 0.577 0.582 0.000102764
5200 428967 244157 0.482 0.488 0.485 3.60324e-05
5200 428967 176146 0.756 0.754 0.755 5.40614e-06
5200 332612 269803 0.213 0.2385 0.22575 0.000930061
5200 332612 68495 1 1 1 NAN
5200 332612 447025 0.0005 0 0.00025 0.000250063
5200 442700 172041 0.5435 0.5345 0.539 8.14958e-05
5200 435448 138103 0.1765 0.18 0.17825 2.09077e-05
5200 435448 51220 0.8925 0.8885 0.8905 4.10215e-05
5200 435448 439154 0.003 0.0025 0.00275 2.27899e-05
