inv_id sim_gen inv_originGen inv_pos inv_end inv_length 
739260 8600 8595 111873 158639 46767
737456 8600 8574 1450812 1475925 25114
724469 8600 8423 602254 642653 40400
738312 8600 8584 604158 619223 15066
734805 8600 8543 366993 374295 7303
728526 8600 8469 1728732 1731373 2642
736485 8600 8563 340235 387310 47076
739548 8600 8598 1161228 1162564 1337
739546 8600 8598 1744942 1780538 35597
739547 8600 8598 418716 428078 9363
739631 8600 8599 136349 157642 21294
739632 8600 8599 1202925 1228277 25353
756271 8800 8792 1511340 1554006 42667
754611 8800 8773 909236 944790 35555
747645 8800 8692 726331 761553 35223
753857 8800 8764 224803 229448 4646
754880 8800 8776 1013023 1053640 40618
755575 8800 8784 1119801 1166075 46275
755678 8800 8785 3561 47881 44321
755417 8800 8782 1360361 1388029 27669
756619 8800 8796 508428 544858 36431
756528 8800 8795 810285 854902 44618
756361 8800 8793 1639701 1680757 41057
756267 8800 8792 1635855 1677882 42028
756455 8800 8794 513131 517541 4411
756811 8800 8798 1425211 1448376 23166
772907 9000 8983 240837 253182 12346
773404 9000 8989 615739 647468 31730
772566 9000 8979 1867424 1898383 30960
770857 9000 8960 910678 911479 802
761599 9000 8853 216427 221612 5186
759589 9000 8830 650135 697645 47511
760715 9000 8843 917218 926603 9386
760802 9000 8844 1515666 1546666 31001
760885 9000 8845 1461010 1479613 18604
770043 9000 8950 633116 651491 18376
774064 9000 8997 1854120 1881574 27455
771110 9000 8963 1940128 1946501 6374
774065 9000 8997 740249 769627 29379
774232 9000 8999 1744463 1750522 6060
774233 9000 8999 107454 138092 30639
789094 9200 9171 1925382 1949286 23905
790018 9200 9181 128087 140364 12278
784002 9200 9113 1207107 1228931 21825
782673 9200 9097 440239 471825 31587
787570 9200 9154 900358 941132 40775
788637 9200 9166 252213 296799 44587
786996 9200 9147 1154984 1194606 39623
791547 9200 9198 858216 878603 20388
785986 9200 9136 1752813 1784813 32001
775467 9200 9013 1971929 1974681 2753
790828 9200 9190 717984 766323 48340
789638 9200 9177 513397 518791 5395
787673 9200 9155 2002301 2050864 48564
790932 9200 9191 1353306 1394019 40714
791370 9200 9196 1659171 1669507 10337
791454 9200 9197 1249122 1252255 3134
791455 9200 9197 978117 986302 8186
791456 9200 9197 1350006 1360061 10056
791546 9200 9198 1473217 1494490 21274
791628 9200 9199 1966781 1985899 19119
791629 9200 9199 100841 145864 45024
792779 9400 9212 322541 365271 42731
793244 9400 9217 1550977 1565097 14121
796096 9400 9251 1142801 1191490 48690
807722 9400 9386 731418 771220 39803
798097 9400 9275 1202634 1209713 7080
791800 9400 9201 1035496 1042604 7109
794719 9400 9235 303982 318248 14267
803996 9400 9343 83018 92161 9144
808600 9400 9396 380739 386580 5842
808697 9400 9397 937896 984149 46254
804940 9400 9354 703649 723391 19743
807009 9400 9378 666391 683857 17467
804519 9400 9349 184587 194085 9499
808098 9400 9390 554757 582056 27300
808177 9400 9391 1813284 1837368 24085
808436 9400 9394 938979 985784 46806
808781 9400 9398 2045721 2075575 29855
808779 9400 9398 1331788 1381224 49437
808869 9400 9399 304371 310257 5887
808870 9400 9399 38489 62605 24117
808871 9400 9399 976074 981365 5292
808872 9400 9399 1108893 1132861 23969
822255 9600 9553 717232 763911 46680
825831 9600 9595 1043140 1062687 19548
822328 9600 9554 1504140 1544263 40124
814343 9600 9463 1955193 1984964 29772
824857 9600 9584 164583 193261 28679
821974 9600 9550 1106853 1151614 44762
822070 9600 9551 709870 740734 30865
820380 9600 9532 1515944 1531478 15535
825734 9600 9594 1621010 1658014 37005
825924 9600 9596 705691 714821 9131
826126 9600 9598 161620 197047 35428
826123 9600 9598 257882 272288 14407
826200 9600 9599 1474239 1498067 23829
826201 9600 9599 1125888 1141387 15500
826202 9600 9599 1940829 1980917 40089
826203 9600 9599 355651 375290 19640
828182 9800 9622 441753 450996 9244
842409 9800 9788 1367503 1375436 7934
834193 9800 9692 322815 360318 37504
831731 9800 9663 519464 551732 32269
841293 9800 9775 1544002 1591746 47745
836514 9800 9719 33736 83277 49542
835055 9800 9702 712087 757840 45754
842616 9800 9790 532260 571311 39052
842330 9800 9787 1603258 1646517 43260
830439 9800 9648 540388 569850 29463
843326 9800 9798 1482368 1497444 15077
841910 9800 9782 152190 153481 1292
842800 9800 9792 245841 267946 22106
842615 9800 9790 838357 886639 48283
843162 9800 9796 1154493 1198444 43952
842798 9800 9792 135193 147258 12066
842974 9800 9794 228771 235786 7016
843245 9800 9797 1853580 1877298 23719
843402 9800 9799 1051134 1086594 35461
843403 9800 9799 2055384 2064964 9581
843404 9800 9799 1641880 1684014 42135
860171 10000 9995 536384 543764 7381
847235 10000 9844 1050661 1072186 21526
853466 10000 9917 1036168 1082158 45991
852644 10000 9907 1824657 1871121 46465
859677 10000 9989 410863 439809 28947
844308 10000 9810 330711 380413 49703
856691 10000 9954 1032728 1067724 34997
859597 10000 9988 1232432 1255259 22828
856962 10000 9957 366300 371424 5125
860515 10000 9999 68913 84357 15445
860516 10000 9999 1850129 1897386 47258
860517 10000 9999 1943738 1945649 1912
