"seed" "inv_id" "sim_gen" "freq" "freq_p1" "freq_p2" "num_qtns" "mean_qtnSelCoef" "sd_qtnSelCoef" "mean_qtnDom" "sd_qtnDom" "inv_FST" "muBase" "muInv" "sigmaK" "alpha" "rep" "n" "enVar" "mig1" "mig2" "theta1" "theta2" "burnin" "chromNum" "r" "dom" "inv_originGen" "inv_pos" "inv_end" "inv_length"
"3384725" 11305865 36000 0.44475 0.5935 0.296 238 0.000259545 0.00202941 0 0 0.0896003 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13429 439150 479365 40216
"3384725" 11305865 14000 0.26375 0.285 0.2425 114 -5.79401e-05 0.0018756 0 0 0.00232541 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13429 439150 479365 40216
"3384725" 11305865 37800 0.584 0.729 0.439 264 0.0002626 0.00203995 0 0 0.0865426 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13429 439150 479365 40216
"3384725" 11305865 48400 0.47975 0.657 0.3025 301 7.76015e-05 0.00212165 0 0 0.125877 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13429 439150 479365 40216
"3384725" 11305865 16600 0.48375 0.629 0.3385 189 0.000296458 0.00212998 0 0 0.0844795 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13429 439150 479365 40216
"3384725" 11305865 49200 0.4885 0.637 0.34 306 1.8997e-05 0.00215289 0 0 0.0882557 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13429 439150 479365 40216
"3384725" 11305865 47800 0.51675 0.6725 0.361 290 0.000147893 0.00205184 0 0 0.0971413 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13429 439150 479365 40216
"3384725" 11305865 20800 0.507 0.667 0.347 193 5.9077e-05 0.00212651 0 0 0.10242 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13429 439150 479365 40216
"3384725" 11305865 31200 0.5615 0.682 0.441 235 0.000336606 0.00208339 0 0 0.0589732 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13429 439150 479365 40216
"3384725" 11305865 28400 0.44375 0.581 0.3065 211 0.000282661 0.00209948 0 0 0.0763161 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13429 439150 479365 40216
"3384725" 11305865 44000 0.4935 0.6215 0.3655 283 0.000246484 0.00211345 0 0 0.0655471 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13429 439150 479365 40216
"3384725" 11305865 50000 0.552 0.6615 0.4425 317 0.000196773 0.00215469 0 0 0.0484854 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13429 439150 479365 40216
"3384725" 11305865 45200 0.50825 0.6675 0.349 292 0.000212983 0.00207038 0 0 0.10147 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13429 439150 479365 40216
"3384725" 11305865 24400 0.51225 0.675 0.3495 213 0.000308624 0.00199329 0 0 0.106014 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13429 439150 479365 40216
"3384725" 11305865 18200 0.49325 0.641 0.3455 180 0.000145311 0.00211947 0 0 0.0873362 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13429 439150 479365 40216
"3384725" 11305865 19000 0.60675 0.7205 0.493 209 0.000211639 0.00203187 0 0 0.0542281 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13429 439150 479365 40216
"3384725" 11305865 16200 0.45125 0.586 0.3165 170 0.000282906 0.00208012 0 0 0.0733273 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13429 439150 479365 40216
"3384725" 11305865 30200 0.44725 0.594 0.3005 218 0.000327032 0.00204539 0 0 0.0871118 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13429 439150 479365 40216
"3384725" 11305865 35000 0.54675 0.682 0.4115 250 0.000247368 0.0020499 0 0 0.0738156 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13429 439150 479365 40216
"3384725" 11305865 34200 0.49675 0.6455 0.348 253 0.000317589 0.00197621 0 0 0.08851 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13429 439150 479365 40216
"3384725" 11305865 14200 0.342 0.3485 0.3355 132 0.000139254 0.00186252 0 0 0.000187748 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13429 439150 479365 40216
"3384725" 11305865 28200 0.51625 0.643 0.3895 235 0.000235531 0.00213066 0 0 0.0643302 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13429 439150 479365 40216
"3384725" 11305865 48800 0.47175 0.6185 0.325 282 2.3017e-05 0.00219193 0 0 0.0864181 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13429 439150 479365 40216
"3384725" 11305865 34400 0.5105 0.642 0.379 257 8.45256e-05 0.00198004 0 0 0.0691995 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13429 439150 479365 40216
"3384725" 11305865 33800 0.4695 0.6245 0.3145 273 0.000236743 0.00198165 0 0 0.0964589 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13429 439150 479365 40216
"3384725" 11305865 43200 0.491 0.6455 0.3365 268 0.000297303 0.00209573 0 0 0.0955119 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13429 439150 479365 40216
"3384725" 11305865 26400 0.5525 0.712 0.393 226 0.000356677 0.00214306 0 0 0.102895 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13429 439150 479365 40216
"3384725" 11305865 30600 0.55875 0.689 0.4285 236 0.000290791 0.00217231 0 0 0.0688103 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13429 439150 479365 40216
"3384725" 11305865 37200 0.4285 0.587 0.27 234 0.000193051 0.00211234 0 0 0.102587 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13429 439150 479365 40216
"3384725" 11305865 29800 0.51475 0.631 0.3985 242 0.000328875 0.0020574 0 0 0.0541033 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13429 439150 479365 40216
"3384725" 11305865 22600 0.49075 0.6355 0.346 204 0.000357041 0.00207767 0 0 0.0838389 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13429 439150 479365 40216
"3384725" 11305865 28800 0.43775 0.59 0.2855 229 0.00012003 0.0020992 0 0 0.0941801 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13429 439150 479365 40216
"3384725" 11305865 31800 0.5605 0.68 0.441 250 0.000269799 0.0020472 0 0 0.0579697 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13429 439150 479365 40216
"3384725" 11305865 29600 0.56875 0.6765 0.461 238 0.000297634 0.00212559 0 0 0.0473352 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13429 439150 479365 40216
"3384725" 11305865 38400 0.519 0.664 0.374 273 0.000303826 0.00212586 0 0 0.0842216 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13429 439150 479365 40216
"3384725" 11305865 16400 0.50125 0.639 0.3635 161 0.000293421 0.00208186 0 0 0.0759007 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13429 439150 479365 40216
"3384725" 11305865 21600 0.45 0.62 0.28 198 0.000224258 0.00215191 0 0 0.116768 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13429 439150 479365 40216
"3384725" 11305865 43800 0.397 0.515 0.279 269 0.000194875 0.00208148 0 0 0.0581643 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13429 439150 479365 40216
"3384725" 11305865 18600 0.4735 0.597 0.35 179 0.000275371 0.00215624 0 0 0.0611809 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13429 439150 479365 40216
"3384725" 11305865 23400 0.457 0.6055 0.3085 215 0.0002605 0.00214323 0 0 0.0888663 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13429 439150 479365 40216
"3384725" 11332091 13600 0.00875 0.009 0.0085 72 -5.75799e-05 0.00181265 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13460 438693 485763 47071
"3384725" 11343930 13600 0.00925 0.01 0.0085 58 2.90404e-05 0.00191801 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13474 661258 698388 37131
"3384725" 1135196 1400 0.008 0.008 0.008 3 -0.00121717 0.00199718 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 1348 1934948 1948727 13780
"3384725" 11353100 13600 0.0085 0.0095 0.0075 53 -9.65833e-05 0.00169679 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13485 38968 80730 41763
"3384725" 11370658 13600 0.004 0.0045 0.0035 0 0 0 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13506 2003219 2037210 33992
"3384725" 11379133 13600 0.01275 0.011 0.0145 19 0.000712472 0.00199512 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13516 1763222 1775078 11857
"3384725" 11392596 13600 0.00425 0.0055 0.003 0 0 0 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13532 2049753 2072096 22344
"3384725" 11413849 13600 0.01575 0.0175 0.014 66 0.00011542 0.00200224 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13557 1947040 1990612 43573
"3384725" 11419707 13600 0.00225 0.002 0.0025 47 0.000314005 0.00234848 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13564 540066 574221 34156
"3384725" 11431639 13600 0.0055 0.0055 0.0055 26 2.01149e-05 0.00169202 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13578 1119488 1136814 17327
"3384725" 11434157 13600 0.002 0.0015 0.0025 8 -0.000847401 0.000885917 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13581 1012635 1017199 4565
"3384725" 11435856 13600 0.00075 5e-04 0.001 8 0.000685404 0.00212781 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13583 277695 280815 3121
"3384725" 11438420 13800 0.006 0.006 0.006 68 -0.000249198 0.00201093 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13586 555013 595729 40717
"3384725" 11438420 13600 0.004 0.004 0.004 68 -0.000308728 0.00203332 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13586 555013 595729 40717
"3384725" 11439272 13600 0.00075 5e-04 0.001 71 -1.96675e-05 0.00175975 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13587 1719520 1768942 49423
"3384725" 11442611 13600 0.002 0.0025 0.0015 0 0 0 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13591 2032311 2073718 41408
"3384725" 11443446 13600 0.00175 0.0015 0.002 35 -0.00019451 0.00155766 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13592 815339 838892 23554
"3384725" 11445972 13600 0.001 0.002 0 27 0.000166696 0.00228845 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13595 874397 896745 22349
"3384725" 11445973 13600 0.0015 0.0015 0.0015 15 0.00100366 0.00146049 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13595 868035 884484 16450
"3384725" 11449490 13600 5e-04 0 0.001 58 -0.000378784 0.00209929 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13599 1240265 1278829 38565
"3384725" 11450333 13600 0.00025 5e-04 0 22 -5.53967e-05 0.00208186 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13600 306717 324943 18227
"3384725" 11450334 13600 0.00025 0 5e-04 65 0.000159898 0.00191853 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13600 111231 151573 40343
"3384725" 11450335 13600 0.00025 0 5e-04 60 -0.000502656 0.00185382 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13600 1206598 1254465 47868
"3384725" 1146837 1400 0.002 0.0025 0.0015 0 0 0 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 1362 631026 634046 3021
"3384725" 11485607 13800 0.0645 0.0605 0.0685 58 -7.8138e-05 0.00187927 0 0 0.000265165 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13642 446671 474762 28092
"3384725" 11485607 14000 0.0255 0.028 0.023 60 -4.92701e-05 0.00177033 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13642 446671 474762 28092
"3384725" 1149418 1400 0.005 0.003 0.007 3 0.000163548 0.00259683 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 1365 1302195 1314617 12423
"3384725" 11554485 13800 0.01125 0.0115 0.011 36 0.000646561 0.00177232 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13724 869476 899634 30159
"3384725" 1156989 2600 0.16125 0.1645 0.158 10 0.000149538 0.000901235 0 0 7.8097e-05 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 1374 36483 57990 21508
"3384725" 1156989 3000 0.1385 0.151 0.126 19 -0.000144894 0.00141509 0 0 0.00130953 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 1374 36483 57990 21508
"3384725" 1156989 1400 0.00775 0.0065 0.009 3 0.000410896 0.00110378 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 1374 36483 57990 21508
"3384725" 1156989 3200 0.03525 0.0315 0.039 6 0.00121288 0.0014109 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 1374 36483 57990 21508
"3384725" 1156989 3400 0.03825 0.038 0.0385 5 -0.00149031 0.00272722 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 1374 36483 57990 21508
"3384725" 1156989 3600 0.012 0.011 0.013 4 -0.000857388 0.00269191 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 1374 36483 57990 21508
"3384725" 1156989 1800 0.17675 0.1785 0.175 20 0.000577747 0.00120941 0 0 2.10467e-05 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 1374 36483 57990 21508
"3384725" 1156989 2000 0.2105 0.223 0.198 25 9.3116e-05 0.00246719 0 0 0.00094019 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 1374 36483 57990 21508
"3384725" 1156989 2400 0.23475 0.234 0.2355 30 -8.20237e-05 0.00192126 0 0 3.13122e-06 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 1374 36483 57990 21508
"3384725" 1156989 2200 0.255 0.2425 0.2675 27 0.000378974 0.00206113 0 0 0.000822477 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 1374 36483 57990 21508
"3384725" 1156989 1600 0.088 0.0905 0.0855 9 0.000191155 0.00160214 0 0 7.78758e-05 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 1374 36483 57990 21508
"3384725" 1156989 2800 0.232 0.225 0.239 23 0.000103146 0.00129184 0 0 0.000275009 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 1374 36483 57990 21508
"3384725" 11570364 13800 0.00225 0.0025 0.002 41 -0.000274782 0.00182774 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13743 351506 383708 32203
"3384725" 11588120 13800 0.005 0.003 0.007 78 -0.000275002 0.00184534 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13764 1154524 1197543 43020
"3384725" 11593885 13800 0.00075 5e-04 0.001 45 -0.000409052 0.00198702 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13771 1244792 1271990 27199
"3384725" 11595566 13800 0.00825 0.0095 0.007 30 -0.000659632 0.00188372 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13773 1258708 1274047 15340
"3384725" 11607263 13800 0.00525 0.004 0.0065 43 0.000196967 0.00163301 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13787 1816750 1844796 28047
"3384725" 11613991 13800 5e-04 0.001 0 64 -0.000556554 0.0018196 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13795 1237764 1273500 35737
"3384725" 11616524 13800 0.00025 5e-04 0 55 0.000239619 0.00185708 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13798 1838462 1874989 36528
"3384725" 11616525 13800 0.00025 0 5e-04 55 0.00046989 0.00197921 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13798 1821435 1856402 34968
"3384725" 11618199 13800 0.00025 5e-04 0 10 5.35863e-05 0.00166902 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13800 707948 719129 11182
"3384725" 11632626 14000 0.08275 0.087 0.0785 6 0.000181872 0.00247745 0 0 0.00023797 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13817 660131 665314 5184
"3384725" 11632626 14200 0.009 0.01 0.008 7 0.000292442 0.00228043 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13817 660131 665314 5184
"3384725" 11656967 14400 0.08475 0.0885 0.081 62 0.000427003 0.00171713 0 0 0.000181294 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13846 611682 650884 39203
"3384725" 11656967 14800 0.067 0.0765 0.0575 61 0.000311545 0.00173975 0 0 0.00144375 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13846 611682 650884 39203
"3384725" 11656967 14600 0.07 0.0835 0.0565 58 0.000510146 0.00163844 0 0 0.00279954 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13846 611682 650884 39203
"3384725" 11656967 14000 0.026 0.0295 0.0225 55 0.000621527 0.00178678 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13846 611682 650884 39203
"3384725" 11656967 14200 0.09275 0.0965 0.089 59 0.000661344 0.0017427 0 0 0.000167117 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13846 611682 650884 39203
"3384725" 1167037 1400 0.002 0.003 0.001 1 0.00298598 0 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 1386 881556 891666 10111
"3384725" 11676309 14000 0.00675 0.0055 0.008 52 -0.000200385 0.00189824 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13869 564829 596860 32032
"3384725" 1167852 1400 0.00025 5e-04 0 0 0 0 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 1387 2011158 2049930 38773
"3384725" 11725244 16400 0.32075 0.328 0.3135 124 -4.12745e-06 0.00187382 0 0 0.000241257 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13927 1820540 1862782 42243
"3384725" 11725244 14600 0.1605 0.169 0.152 97 0.000113195 0.00191363 0 0 0.000536219 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13927 1820540 1862782 42243
"3384725" 11725244 18600 0.69575 0.7165 0.675 197 0.000100058 0.00198077 0 0 0.00203401 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13927 1820540 1862782 42243
"3384725" 11725244 15600 0.1255 0.128 0.123 96 0.000155322 0.00192983 0 0 5.69477e-05 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13927 1820540 1862782 42243
"3384725" 11725244 15000 0.05525 0.057 0.0535 86 0.000157456 0.0018365 0 0 5.86715e-05 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13927 1820540 1862782 42243
"3384725" 11725244 17600 0.4485 0.43 0.467 122 0.000134885 0.00183952 0 0 0.00138368 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13927 1820540 1862782 42243
"3384725" 11725244 17400 0.227 0.2505 0.2035 119 -0.000203702 0.00190445 0 0 0.00314724 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13927 1820540 1862782 42243
"3384725" 11725244 16000 0.14725 0.1325 0.162 96 0.00018117 0.00191023 0 0 0.00173263 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13927 1820540 1862782 42243
"3384725" 11725244 14800 0.07875 0.072 0.0855 91 0.000168467 0.00192295 0 0 0.000628029 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13927 1820540 1862782 42243
"3384725" 11725244 16800 0.3635 0.349 0.378 127 -3.64311e-06 0.00184616 0 0 0.000908726 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13927 1820540 1862782 42243
"3384725" 11725244 16200 0.3215 0.326 0.317 125 -3.1561e-05 0.00204745 0 0 9.28312e-05 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13927 1820540 1862782 42243
"3384725" 11725244 15800 0.02275 0.0215 0.024 78 0.000107908 0.00197357 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13927 1820540 1862782 42243
"3384725" 11725244 18400 0.89125 0.8535 0.929 206 4.83946e-05 0.00197687 0 0 0.014703 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13927 1820540 1862782 42243
"3384725" 11725244 14200 0.10325 0.0985 0.108 74 0.000348634 0.00194729 0 0 0.000243683 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13927 1820540 1862782 42243
"3384725" 11725244 17200 0.407 0.409 0.405 131 -5.97184e-05 0.00185546 0 0 1.65734e-05 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13927 1820540 1862782 42243
"3384725" 11725244 19000 0.59475 0.6135 0.576 195 2.70977e-05 0.00195733 0 0 0.00145863 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13927 1820540 1862782 42243
"3384725" 11725244 19200 0.716 0.699 0.733 196 9.79395e-05 0.00207448 0 0 0.00142124 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13927 1820540 1862782 42243
"3384725" 11725244 15200 0.01225 0.014 0.0105 76 0.000179161 0.00188984 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13927 1820540 1862782 42243
"3384725" 11725244 14400 0.2065 0.2125 0.2005 95 -2.80805e-05 0.00195725 0 0 0.000219703 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13927 1820540 1862782 42243
"3384725" 11725244 17800 0.362 0.3295 0.3945 117 0.000134157 0.00191336 0 0 0.00457338 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13927 1820540 1862782 42243
"3384725" 11725244 18800 0.6975 0.6875 0.7075 200 8.54235e-05 0.00191636 0 0 0.000473948 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13927 1820540 1862782 42243
"3384725" 11725244 15400 0.0295 0.0285 0.0305 75 0.000127592 0.00190878 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13927 1820540 1862782 42243
"3384725" 11725244 18000 0.6965 0.6825 0.7105 178 0.000108372 0.00195596 0 0 0.000927206 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13927 1820540 1862782 42243
"3384725" 11725244 16600 0.36225 0.35 0.3745 121 0.000128649 0.00195793 0 0 0.000649551 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13927 1820540 1862782 42243
"3384725" 11725244 18200 0.96975 0.9675 0.972 228 6.5974e-05 0.00192056 0 0 0 1e-06 0.001 0.75 0.002 1 1000 0 0.25 0.25 1 -1 10000 21 1e-06 2 13927 1820540 1862782 42243
