position mutID selCoef originGen type freq p1freq p2freq adapPhenoDiv FST 
640085 20751524 -0.00045501 24655 m2 0.43275 0.579 0.2865 -0.00117 0.0871325
888545 35815186 0.00130677 42554 m2 0.593 0.5885 0.5975 3.6e-05 8.39027e-05
225347 13547932 -0.00259624 16094 m2 0.48625 0.68 0.2925 -0.00155 0.15027
226031 38728781 0.00123675 46017 m2 0.48625 0.68 0.2925 -0.00155 0.15027
469382 25000005 -0.00225239 29704 m2 0.448 0.3385 0.5575 0.000876 0.0484854
1004509 40238206 0.00360686 47812 m2 0.05275 0.054 0.0515 -1e-05 3.12704e-05
224644 40062339 0.00208611 47602 m2 0.2645 0.1565 0.3725 0.000864 0.0599569
248684 11911370 0.000145767 14149 m2 0.48625 0.68 0.2925 -0.00155 0.15027
330045 39554272 0.00134749 46998 m2 0.4725 0.487 0.458 -0.000116 0.000843552
1155430 13885249 0.00204035 16496 m2 0.509 0.665 0.353 -0.001248 0.0973755
1966229 38333232 -0.000864311 45547 m2 0.051 0.0615 0.0405 -8.4e-05 0.00227794
1046394 39621636 -0.00483414 47078 m2 0.53575 0.4075 0.664 0.001026 0.0661303
250545 35622196 -0.00042139 42325 m2 0.48625 0.68 0.2925 -0.00155 0.15027
272756 20240877 -0.00283583 24048 m2 0.48625 0.68 0.2925 -0.00155 0.15027
466223 15724678 -0.00392667 18681 m2 0.448 0.3385 0.5575 0.000876 0.0484854
1069625 37071428 0.00278856 44046 m2 0.53575 0.4075 0.664 0.001026 0.0661303
844193 40296824 0.000222661 47882 m2 0.46325 0.499 0.4275 -0.000286 0.00514002
1045096 27986746 0.0027327 33250 m2 0.53575 0.4075 0.664 0.001026 0.0661303
339585 41886253 0.00184364 49769 m2 0.0515 0.0625 0.0405 -8.8e-05 0.00247708
1050538 8979197 1.76573e-05 10668 m2 0.53575 0.4075 0.664 0.001026 0.0661303
478716 19721337 -0.000995106 23430 m2 0.552 0.6615 0.4425 -0.000876 0.0484854
604544 26802177 -0.00144705 31845 m2 0.43275 0.579 0.2865 -0.00117 0.0871325
636940 34787767 -5.50472e-05 41331 m2 0.43275 0.579 0.2865 -0.00117 0.0871325
1942024 40124590 -0.00184359 47676 m2 0.0895 0.1005 0.0785 -8.8e-05 0.00148485
102328 38425263 0.00258783 45656 m2 0.81075 0.854 0.7675 -0.000346 0.0121913
464167 11977941 -0.000222988 14228 m2 0.552 0.6615 0.4425 -0.000876 0.0484854
1560683 38782235 -0.000517549 46081 m2 0.341 0.307 0.375 0.000272 0.0051442
79893 41523902 -0.00254936 49339 m2 0.06025 0.0685 0.052 -6.6e-05 0.00120209
475008 11093575 0.00133442 13178 m2 0.448 0.3385 0.5575 0.000876 0.0484854
1095997 40439742 -0.00209827 48051 m2 0.5535 0.5745 0.5325 -0.000168 0.00178443
1720598 40183940 -0.000123546 47747 m2 0.13875 0.1505 0.127 -9.4e-05 0.00115535
1850515 41713603 -0.0019913 49564 m2 0.06075 0.076 0.0455 -0.000122 0.00407579
229523 17205639 0.000595792 20442 m2 0.48625 0.68 0.2925 -0.00155 0.15027
252151 6534368 -0.00121169 7765 m2 0.51375 0.32 0.7075 0.00155 0.15027
1260224 40119333 -0.000984798 47670 m2 0.736 0.739 0.733 -2.4e-05 4.63192e-05
1687047 41875442 -0.000909426 49756 m2 0.05075 0.0515 0.05 -6e-06 1.16763e-05
858288 41854064 0.0022815 49731 m2 0.05725 0.068 0.0465 -8.6e-05 0.00214114
1204472 40272053 0.000805763 47852 m2 0.18675 0.2085 0.165 -0.000174 0.00311483
1160496 11593140 0.00116427 13771 m2 0.491 0.335 0.647 0.001248 0.0973755
299324 41324681 -0.00120342 49103 m2 0.40325 0.4135 0.393 -8.2e-05 0.000436597
966187 39194746 0.00144814 46571 m2 0.44375 0.4165 0.471 0.000218 0.00300832
625526 23160097 -8.82492e-05 27519 m2 0.56725 0.421 0.7135 0.00117 0.0871325
1072818 9422454 0.00213793 11197 m2 0.46425 0.5925 0.336 -0.001026 0.0661303
1337979 3065344 -0.000240539 3643 m2 0.58 0.663 0.497 -0.000664 0.02828
225053 12887414 -0.00177202 15308 m2 0.51375 0.32 0.7075 0.00155 0.15027
348928 37022796 0.000789172 43989 m2 0.25675 0.2595 0.254 -2.2e-05 3.96296e-05
466922 25383423 -0.00355771 30159 m2 0.448 0.3385 0.5575 0.000876 0.0484854
1705197 41849028 -0.00121685 49725 m2 0.067 0.0525 0.0815 0.000116 0.00336341
587442 38599297 0.00146014 45863 m2 0.079 0.073 0.085 4.8e-05 0.000494784
1337427 17952439 -0.00338349 21328 m2 0.42 0.337 0.503 0.000664 0.02828
609165 41572990 0.000544325 49397 m2 0.12525 0.093 0.1575 0.000258 0.00949287
367614 31607817 -6.6621e-07 37555 m2 0.48225 0.454 0.5105 0.000226 0.00319628
801830 41466439 0.000892891 49271 m2 0.101 0.102 0.1 -8e-06 1.10133e-05
1186546 25603024 0.000972496 30420 m2 0.509 0.665 0.353 -0.001248 0.0973755
440760 41509647 0.00163859 49322 m2 0.052 0.048 0.056 3.2e-05 0.00032457
248216 14563539 -8.36282e-05 17302 m2 0.51375 0.32 0.7075 0.00155 0.15027
1326896 7725040 0.00160618 9179 m2 0.58 0.663 0.497 -0.000664 0.02828
1340670 41905581 -0.000448827 49792 m2 0.08125 0.0895 0.073 -6.6e-05 0.000911774
1029043 12275289 8.84436e-05 14581 m2 0.53575 0.4075 0.664 0.001026 0.0661303
1120327 40433887 0.00272905 48044 m2 0.11825 0.1295 0.107 -9e-05 0.00121383
1192842 33505008 0.00213682 39809 m2 0.509 0.665 0.353 -0.001248 0.0973755
376720 41534425 0.000374116 49352 m2 0.05425 0.0665 0.042 -9.8e-05 0.0029248
114427 37369244 0.00256643 44401 m2 0.887 0.898 0.876 -8.8e-05 0.00120721
1620099 39407354 0.000292776 46824 m2 0.29675 0.272 0.3215 0.000198 0.00293528
98180 34227650 -0.000850876 40666 m2 0.90475 0.9165 0.893 -9.4e-05 0.00160207
607722 10986490 0.00118651 13051 m2 0.43275 0.579 0.2865 -0.00117 0.0871325
141781 41636491 0.00225828 49473 m2 0.273 0.278 0.268 -4e-05 0.000125963
237144 12678750 0.000787977 15060 m2 0.48625 0.68 0.2925 -0.00155 0.15027
258353 24213519 -0.000100996 28770 m2 0.48625 0.68 0.2925 -0.00155 0.15027
1156531 13115228 0.00135363 15579 m2 0.509 0.665 0.353 -0.001248 0.0973755
956588 41655283 -0.00100598 49495 m2 0.163 0.1675 0.1585 -3.6e-05 0.000148427
869359 41584248 0.000757242 49411 m2 0.12875 0.1605 0.097 -0.000254 0.00898664
1998651 40562546 0.000824115 48197 m2 0.05975 0.056 0.0635 3e-05 0.000250312
965455 40353238 -0.00234241 47949 m2 0.14475 0.1315 0.158 0.000106 0.00141814
1945337 36109441 0.000501572 42902 m2 0.721 0.711 0.731 8e-05 0.000497119
273621 1605572 0.00197965 1909 m2 0.48625 0.68 0.2925 -0.00155 0.15027
1035275 14280259 -0.00262794 16965 m2 0.53575 0.4075 0.664 0.001026 0.0661303
1155668 21027483 0.00098701 24983 m2 0.491 0.335 0.647 0.001248 0.0973755
1193631 21648419 0.000330125 25721 m2 0.509 0.665 0.353 -0.001248 0.0973755
1678967 39792036 -0.000495135 47281 m2 0.4745 0.4645 0.4845 8e-05 0.000401043
263334 10297358 -0.00264005 12235 m2 0.51375 0.32 0.7075 0.00155 0.15027
1211383 40178881 -0.000908985 47741 m2 0.83225 0.8385 0.826 -5e-05 0.000279797
695822 40886911 0.00215 48583 m2 0.14825 0.135 0.1615 0.000106 0.00139035
1843611 33333382 0.000728925 39604 m2 0.78875 0.797 0.7805 -6.6e-05 0.000408481
616056 34446984 -0.00225644 40926 m2 0.43275 0.579 0.2865 -0.00117 0.0871325
957666 35893923 -0.0013513 42647 m2 0.1235 0.105 0.142 0.000148 0.00316173
1035110 21379540 0.0011448 25401 m2 0.53575 0.4075 0.664 0.001026 0.0661303
1020446 21663683 0.00119824 25739 m2 0.46425 0.5925 0.336 -0.001026 0.0661303
634278 10377117 0.00479906 12329 m2 0.43275 0.579 0.2865 -0.00117 0.0871325
268231 20635020 -0.000779172 24516 m2 0.51375 0.32 0.7075 0.00155 0.15027
1170471 7338259 -0.000563306 8719 m2 0.491 0.335 0.647 0.001248 0.0973755
631845 17070956 -0.00330892 20281 m2 0.56725 0.421 0.7135 0.00117 0.0871325
210770 41630877 -0.0030623 49466 m2 0.182 0.123 0.241 0.000472 0.0233819
1633699 39714310 -0.000800134 47188 m2 0.40525 0.4145 0.396 -7.4e-05 0.000354998
787174 36470898 0.00128467 43332 m2 0.485 0.4875 0.4825 -2e-05 2.50225e-05
605789 40573381 -0.00288887 48210 m2 0.56725 0.421 0.7135 0.00117 0.0871325
922134 37875059 0.0019567 45003 m2 0.673 0.6995 0.6465 -0.000212 0.00319102
768032 41575239 -0.00114797 49400 m2 0.0855 0.071 0.1 0.000116 0.00268897
269316 8025937 -0.00132118 9536 m2 0.51375 0.32 0.7075 0.00155 0.15027
1336695 35005303 0.000968742 41590 m2 0.58 0.663 0.497 -0.000664 0.02828
264125 41093423 0.00033036 48828 m2 0.08825 0.1235 0.053 -0.000282 0.0154429
120150 40334696 0.000546229 47927 m2 0.3885 0.377 0.4 9.2e-05 0.000556683
614372 28353296 0.000277163 33687 m2 0.43275 0.579 0.2865 -0.00117 0.0871325
543551 39014310 0.00148185 46357 m2 0.8245 0.843 0.806 -0.000148 0.00236524
882161 40470848 0.000529653 48088 m2 0.1565 0.161 0.152 -3.6e-05 0.0001534
414700 40123526 -0.000707006 47675 m2 0.38525 0.3915 0.379 -5e-05 0.000164937
607917 23118117 0.00410237 27469 m2 0.56725 0.421 0.7135 0.00117 0.0871325
746302 40351846 0.00314921 47947 m2 0.133 0.134 0.132 -8e-06 8.6722e-06
631974 28084393 -0.00416063 33366 m2 0.56725 0.421 0.7135 0.00117 0.0871325
450951 16924621 0.000920064 20107 m2 0.448 0.3385 0.5575 0.000876 0.0484854
631353 36482235 0.00172634 43346 m2 0.56725 0.421 0.7135 0.00117 0.0871325
228318 37059303 -0.00252837 44032 m2 0.48625 0.68 0.2925 -0.00155 0.15027
1376591 39734667 -0.000224084 47213 m2 0.15075 0.1615 0.14 -8.6e-05 0.00090266
767862 40497014 -0.0032472 48119 m2 0.0855 0.071 0.1 0.000116 0.00268897
1519879 41948579 -0.0026127 49843 m2 0.06325 0.071 0.0555 -6.2e-05 0.00101372
640385 20694004 -0.00357924 24586 m2 0.56725 0.421 0.7135 0.00117 0.0871325
777882 40432567 -0.00387548 48043 m2 0.72825 0.735 0.7215 -5.4e-05 0.000230228
261575 41705336 -0.000351326 49555 m2 0.22375 0.3205 0.127 -0.000774 0.0538936
863314 37674862 0.00120836 44764 m2 0.051 0.045 0.057 4.8e-05 0.000743817
347120 38792664 -0.000924309 46093 m2 0.638 0.638 0.638 0 0
233794 29991765 -0.00058005 35632 m2 0.48625 0.68 0.2925 -0.00155 0.15027
1129961 41220799 -0.00046769 48979 m2 0.331 0.3315 0.3305 -4e-06 1.12898e-06
1322220 41708679 0.00123296 49559 m2 0.14675 0.172 0.1215 -0.000202 0.00509177
1167227 35103044 -0.000818624 41706 m2 0.491 0.335 0.647 0.001248 0.0973755
229556 5550110 0.000197565 6596 m2 0.48625 0.68 0.2925 -0.00155 0.15027
1214138 36888840 0.000228161 43830 m2 0.3785 0.375 0.382 2.8e-05 5.2075e-05
691602 40422874 -0.00152203 48031 m2 0.46725 0.4535 0.481 0.00011 0.000759508
1517622 37931838 0.00223924 45070 m2 0.758 0.757 0.759 8e-06 5.45149e-06
1028374 29502139 -0.000593621 35053 m2 0.46425 0.5925 0.336 -0.001026 0.0661303
1193397 32835910 0.00111792 39013 m2 0.509 0.665 0.353 -0.001248 0.0973755
1233685 41347382 0.000696964 49129 m2 0.19425 0.2215 0.167 -0.000218 0.00474429
1310130 39419416 0.00105232 46839 m2 0.50875 0.5675 0.45 -0.00047 0.0138105
1834663 41750146 0.00150646 49608 m2 0.08975 0.094 0.0855 -3.4e-05 0.000221097
611229 23433288 -0.00174185 27842 m2 0.56725 0.421 0.7135 0.00117 0.0871325
477186 12828279 0.000268827 15238 m2 0.448 0.3385 0.5575 0.000876 0.0484854
1178412 38506744 0.0016395 45753 m2 0.509 0.665 0.353 -0.001248 0.0973755
1192607 33282252 0.000502464 39544 m2 0.509 0.665 0.353 -0.001248 0.0973755
463443 20363333 0.00130187 24193 m2 0.448 0.3385 0.5575 0.000876 0.0484854
1820658 41753355 0.00337567 49611 m2 0.16225 0.164 0.1605 -1.4e-05 2.25308e-05
231496 5630002 0.000272901 6691 m2 0.48625 0.68 0.2925 -0.00155 0.15027
328393 38954243 -0.000648381 46286 m2 0.55025 0.5315 0.569 0.00015 0.0014206
1185217 17732896 0.00125849 21067 m2 0.491 0.335 0.647 0.001248 0.0973755
458051 15409701 -0.000293698 18307 m2 0.448 0.3385 0.5575 0.000876 0.0484854
1342699 41855004 0.00186857 49732 m2 0.0595 0.0665 0.0525 -5.6e-05 0.000875629
1171397 21656819 -0.00151348 25731 m2 0.491 0.335 0.647 0.001248 0.0973755
445246 39248445 -0.000992485 46635 m2 0.448 0.3385 0.5575 0.000876 0.0484854
1925472 39452193 -0.000498353 46877 m2 0.6615 0.6805 0.6425 -0.000152 0.0016122
239671 41346826 -0.00124006 49129 m2 0.16375 0.2285 0.099 -0.000518 0.030617
816484 39028880 0.000313754 46375 m2 0.24075 0.2245 0.257 0.00013 0.00144463
1036562 41568286 0.000881879 49392 m2 0.116 0.148 0.084 -0.000256 0.00998596
1051549 33473546 -0.000733699 39771 m2 0.53575 0.4075 0.664 0.001026 0.0661303
1268680 39406842 0.00248192 46824 m2 0.93025 0.912 0.9485 0.000146 0.00513313
489709 39464381 0.000808328 46892 m2 0.37975 0.343 0.4165 0.000294 0.0057339
43578 41946000 -0.000773307 49840 m2 0.0555 0.0525 0.0585 2.4e-05 0.000171691
1341527 13517485 -0.0023752 16057 m2 0.42 0.337 0.503 0.000664 0.02828
1067992 41658422 -0.0012089 49499 m2 0.07875 0.0655 0.092 0.000106 0.00241993
127338 41934525 -0.000653212 49827 m2 0.05525 0.0425 0.068 0.000102 0.00311438
604970 14697302 -0.00399623 17461 m2 0.43275 0.579 0.2865 -0.00117 0.0871325
1073953 12857442 0.000444327 15273 m2 0.46425 0.5925 0.336 -0.001026 0.0661303
454641 19713792 -0.00427921 23421 m2 0.448 0.3385 0.5575 0.000876 0.0484854
240105 38104586 -0.00606672 45276 m2 0.48625 0.68 0.2925 -0.00155 0.15027
174951 41799257 -0.000296098 49666 m2 0.08025 0.0815 0.079 -1e-05 2.11692e-05
1020383 12758178 -0.000438296 15155 m2 0.53575 0.4075 0.664 0.001026 0.0661303
1071594 14146589 3.68286e-05 16807 m2 0.53575 0.4075 0.664 0.001026 0.0661303
22201 41437631 0.00179171 49236 m2 0.0955 0.076 0.115 0.000156 0.00440207
1321209 17221231 -0.00247947 20460 m2 0.58 0.663 0.497 -0.000664 0.02828
1018654 41453680 -0.00289334 49255 m2 0.07225 0.052 0.0925 0.000162 0.0061176
202228 41949045 -0.00117267 49844 m2 0.05225 0.0755 0.029 -0.000186 0.0109161
400134 41620311 0.000723712 49454 m2 0.2285 0.231 0.226 -2e-05 3.54534e-05
1801776 40682639 -0.0012697 48340 m2 0.1915 0.189 0.194 2e-05 4.03674e-05
1163127 17352711 0.000917704 20616 m2 0.509 0.665 0.353 -0.001248 0.0973755
253792 7589325 0.0014723 9018 m2 0.51375 0.32 0.7075 0.00155 0.15027
1032984 34132380 0.00222242 40553 m2 0.46425 0.5925 0.336 -0.001026 0.0661303
263133 27709675 -0.00213457 32921 m2 0.51375 0.32 0.7075 0.00155 0.15027
1329682 39249595 0.00225944 46637 m2 0.09475 0.0785 0.111 0.00013 0.00307864
1909568 40479772 8.63734e-06 48099 m2 0.103 0.0975 0.1085 4.4e-05 0.000327413
100836 41811041 -0.0012345 49680 m2 0.1245 0.135 0.114 -8.4e-05 0.00101147
1043841 34043594 0.000723873 40447 m2 0.53575 0.4075 0.664 0.001026 0.0661303
1332948 24796166 -0.0020581 29462 m2 0.42 0.337 0.503 0.000664 0.02828
1019400 28223843 0.000696094 33532 m2 0.46425 0.5925 0.336 -0.001026 0.0661303
18076 39029968 -0.0026473 46376 m2 0.24975 0.265 0.2345 -0.000122 0.00124116
258510 23633426 0.00263774 28080 m2 0.48625 0.68 0.2925 -0.00155 0.15027
275605 34654769 -0.000569906 41173 m2 0.62425 0.688 0.5605 -0.00051 0.0173262
239355 8000495 0.001069 9506 m2 0.48625 0.68 0.2925 -0.00155 0.15027
468055 12744870 -0.00222091 15139 m2 0.448 0.3385 0.5575 0.000876 0.0484854
933094 41135842 -0.00276045 48878 m2 0.69025 0.6935 0.687 -2.6e-05 4.94025e-05
616058 31043420 -0.00120037 36883 m2 0.56725 0.421 0.7135 0.00117 0.0871325
443586 29022593 0.00142805 34482 m2 0.552 0.6615 0.4425 -0.000876 0.0484854
1564695 41648676 -0.00250922 49487 m2 0.15475 0.167 0.1425 -9.8e-05 0.00114725
1406648 39903616 1.51046e-05 47414 m2 0.2215 0.2255 0.2175 -3.2e-05 9.27871e-05
757545 41064017 -0.000483977 48793 m2 0.27525 0.272 0.2785 2.6e-05 5.29482e-05
598575 41899774 -0.00347945 49785 m2 0.057 0.0545 0.0595 2e-05 0.000116277
875684 33866942 -4.51165e-06 40238 m2 0.7875 0.7645 0.8105 0.000184 0.00316116
1180397 29133573 -0.0001893 34613 m2 0.491 0.335 0.647 0.001248 0.0973755
1942904 41509150 0.00240354 49322 m2 0.10125 0.115 0.0875 -0.00011 0.00207765
1017701 21835190 -0.0033683 25944 m2 0.46425 0.5925 0.336 -0.001026 0.0661303
260850 33154932 0.00267156 39392 m2 0.51375 0.32 0.7075 0.00155 0.15027
1073166 40413055 -0.000749874 48020 m2 0.155 0.2125 0.0975 -0.00046 0.0252434
1836263 41824487 0.000131964 49696 m2 0.2825 0.278 0.287 3.6e-05 9.99044e-05
1186712 20705070 0.000192292 24600 m2 0.509 0.665 0.353 -0.001248 0.0973755
242712 33011528 -0.00362112 39222 m2 0.48625 0.68 0.2925 -0.00155 0.15027
889789 34181096 0.000549484 40610 m2 0.343 0.336 0.35 5.6e-05 0.000217439
478769 34169952 0.00332025 40597 m2 0.448 0.3385 0.5575 0.000876 0.0484854
476376 23556497 -0.004284 27988 m2 0.552 0.6615 0.4425 -0.000876 0.0484854
672545 41281207 -0.000763236 49051 m2 0.1335 0.127 0.14 5.2e-05 0.000365239
230459 24501831 0.000306978 29112 m2 0.51375 0.32 0.7075 0.00155 0.15027
705097 39014072 0.00344719 46357 m2 0.802 0.807 0.797 -4e-05 0.000157435
766563 38278129 0.000448313 45482 m2 0.3075 0.303 0.312 3.6e-05 9.50955e-05
1335241 36787068 -0.00100332 43708 m2 0.42 0.337 0.503 0.000664 0.02828
1774522 41484825 -0.000330046 49293 m2 0.313 0.3115 0.3145 1.2e-05 1.04636e-05
1015299 28249961 0.00167836 33563 m2 0.443 0.529 0.357 -0.000688 0.0299735
1169664 26402173 0.00120983 31369 m2 0.509 0.665 0.353 -0.001248 0.0973755
224421 40465228 0.00244491 48081 m2 0.1345 0.093 0.176 0.000332 0.0147947
479170 22003863 -0.00196208 26144 m2 0.448 0.3385 0.5575 0.000876 0.0484854
504603 41700978 0.00101938 49550 m2 0.08325 0.092 0.0745 -7e-05 0.00100318
1122902 41955867 -0.00186487 49852 m2 0.09025 0.0845 0.096 4.6e-05 0.000402686
474744 18389749 0.00230513 21848 m2 0.448 0.3385 0.5575 0.000876 0.0484854
1173494 8781659 -0.00223999 10434 m2 0.509 0.665 0.353 -0.001248 0.0973755
367667 41509587 -0.000688818 49322 m2 0.259 0.2495 0.2685 7.6e-05 0.00047025
465557 8422501 0.00105664 10007 m2 0.552 0.6615 0.4425 -0.000876 0.0484854
1334233 502270 -0.000363104 598 m2 0.58 0.663 0.497 -0.000664 0.02828
1186095 36406588 -0.00462642 43256 m2 0.491 0.335 0.647 0.001248 0.0973755
617296 41099141 0.000835835 48835 m2 0.103 0.133 0.073 -0.00024 0.00974121
1439741 38792639 0.0013135 46093 m2 0.90575 0.9175 0.894 -9.4e-05 0.00161728
1574962 37795184 0.000366809 44908 m2 0.884 0.863 0.905 0.000168 0.00430059
1726660 41377159 7.2749e-05 49165 m2 0.239 0.2545 0.2235 -0.000124 0.00132093
1492362 41037450 -0.00513729 48762 m2 0.48725 0.4765 0.498 8.6e-05 0.000462551
871581 41846743 0.0010162 49722 m2 0.0565 0.054 0.059 2e-05 0.000117244
259487 11075904 0.00565478 13157 m2 0.48625 0.68 0.2925 -0.00155 0.15027
1065022 41777413 0.000800271 49640 m2 0.11125 0.157 0.0655 -0.000366 0.0211691
573488 30651151 -0.0020774 36416 m2 0.433 0.4045 0.4615 0.000228 0.00330841
1035736 13055755 0.00106147 15509 m2 0.46425 0.5925 0.336 -0.001026 0.0661303
1576703 40666621 0.00111191 48321 m2 0.38875 0.3785 0.399 8.2e-05 0.000442139
464409 13100081 -0.0026186 15561 m2 0.448 0.3385 0.5575 0.000876 0.0484854
401460 40489488 -0.00190473 48110 m2 0.07325 0.072 0.0745 1e-05 2.30171e-05
1811706 41323136 0.00206624 49101 m2 0.07 0.0585 0.0815 9.2e-05 0.00203149
442089 20721107 6.86041e-05 24619 m2 0.552 0.6615 0.4425 -0.000876 0.0484854
256636 34265418 0.00316683 40711 m2 0.51375 0.32 0.7075 0.00155 0.15027
1473182 40767007 -0.000241646 48441 m2 0.38125 0.387 0.3755 -4.6e-05 0.000140156
240963 4812360 0.000598995 5719 m2 0.51375 0.32 0.7075 0.00155 0.15027
959063 39696205 -0.00172657 47167 m2 0.3555 0.3015 0.4095 0.000432 0.012727
1326756 25557363 0.000738437 30366 m2 0.58 0.663 0.497 -0.000664 0.02828
1072820 20317517 -0.00182368 24139 m2 0.53575 0.4075 0.664 0.001026 0.0661303
1988892 38252064 -0.00149841 45451 m2 0.85225 0.867 0.8375 -0.000118 0.00172778
228067 17173627 0.000131173 20403 m2 0.51375 0.32 0.7075 0.00155 0.15027
637968 34634378 -0.00435995 41148 m2 0.56725 0.421 0.7135 0.00117 0.0871325
687674 41430866 -0.00301171 49228 m2 0.31275 0.2975 0.328 0.000122 0.001082
663055 41887826 -0.0015852 49771 m2 0.06775 0.0895 0.046 -0.000174 0.00748991
1561089 41608698 -0.00244284 49440 m2 0.06025 0.0635 0.057 -2.6e-05 0.000186551
266808 12583481 -0.00163514 14947 m2 0.51375 0.32 0.7075 0.00155 0.15027
457859 24661121 0.000501303 29301 m2 0.448 0.3385 0.5575 0.000876 0.0484854
1331733 40934561 0.0011827 48640 m2 0.05225 0.041 0.0635 9e-05 0.00255579
1333541 20455398 0.0018537 24303 m2 0.58 0.663 0.497 -0.000664 0.02828
1074688 8724758 -0.00204384 10366 m2 0.53575 0.4075 0.664 0.001026 0.0661303
1018083 27008787 -0.00352468 32090 m2 0.46425 0.5925 0.336 -0.001026 0.0661303
1163458 6541517 -0.00268129 7773 m2 0.491 0.335 0.647 0.001248 0.0973755
119322 41144636 -0.00192909 48889 m2 0.47625 0.476 0.4765 2e-06 2.50565e-07
1170367 17902636 0.00227648 21269 m2 0.509 0.665 0.353 -0.001248 0.0973755
460640 10819411 0.00262289 12853 m2 0.448 0.3385 0.5575 0.000876 0.0484854
1160679 15687298 -0.00207319 18637 m2 0.491 0.335 0.647 0.001248 0.0973755
1331960 10574507 -0.00223064 12563 m2 0.42 0.337 0.503 0.000664 0.02828
591477 41722466 0.000709619 49575 m2 0.15775 0.169 0.1465 -9e-05 0.000952565
644374 39101900 -0.00230151 46461 m2 0.288 0.308 0.268 -0.00016 0.00195069
474370 16043558 0.0052751 19061 m2 0.552 0.6615 0.4425 -0.000876 0.0484854
95239 36875842 -0.00303083 43814 m2 0.70375 0.697 0.7105 5.4e-05 0.00021854
1573530 41816473 0.00165791 49686 m2 0.0645 0.083 0.046 -0.000148 0.00567205
1761954 41174787 0.000598031 48924 m2 0.2085 0.1685 0.2485 0.00032 0.00969534
239371 7730360 0.000558036 9186 m2 0.51375 0.32 0.7075 0.00155 0.15027
248426 11848891 0.000503198 14075 m2 0.48625 0.68 0.2925 -0.00155 0.15027
621204 9840839 0.000308016 11692 m2 0.43275 0.579 0.2865 -0.00117 0.0871325
925278 36907281 -0.000514262 43852 m2 0.4865 0.468 0.505 0.000148 0.00137
1806589 36088319 0.000213226 42877 m2 0.36675 0.345 0.3885 0.000174 0.00203692
266564 8167727 -0.00121225 9705 m2 0.51375 0.32 0.7075 0.00155 0.15027
626360 10121362 0.00199809 12027 m2 0.43275 0.579 0.2865 -0.00117 0.0871325
1856 41042537 -0.000871983 48768 m2 0.45525 0.4605 0.45 -4.2e-05 0.00011114
1171517 25651504 9.5308e-06 30478 m2 0.509 0.665 0.353 -0.001248 0.0973755
239722 7587821 -0.00120111 9016 m2 0.51375 0.32 0.7075 0.00155 0.15027
1337420 30812489 0.00282896 36608 m2 0.42 0.337 0.503 0.000664 0.02828
1214282 40577443 -0.000314634 48215 m2 0.368 0.367 0.369 8e-06 4.29967e-06
1115242 39003716 0.000924029 46345 m2 0.39525 0.4305 0.36 -0.000282 0.00519841
253010 29475249 -0.000446181 35021 m2 0.48625 0.68 0.2925 -0.00155 0.15027
238971 13774162 0.00333133 16364 m2 0.48625 0.68 0.2925 -0.00155 0.15027
604864 17812949 0.000895463 21163 m2 0.43275 0.579 0.2865 -0.00117 0.0871325
1134738 40909321 -0.00262382 48610 m2 0.25425 0.2535 0.255 6e-06 2.96666e-06
261864 15090190 0.00168715 17927 m2 0.48625 0.68 0.2925 -0.00155 0.15027
378049 39607148 -9.62179e-05 47061 m2 0.72425 0.7115 0.737 0.000102 0.000813985
255552 15859589 0.00148606 18842 m2 0.48625 0.68 0.2925 -0.00155 0.15027
1594495 41638682 0.00360648 49475 m2 0.081 0.089 0.073 -6.4e-05 0.000859764
418565 38906017 -0.00322919 46229 m2 0.50575 0.4885 0.523 0.000138 0.00119041
1320426 38804685 -0.00088505 46108 m2 0.3305 0.372 0.289 -0.000332 0.00778349
663356 39682491 -0.000680488 47150 m2 0.2375 0.236 0.239 1.2e-05 1.24245e-05
265401 12737701 -0.00376526 15130 m2 0.51375 0.32 0.7075 0.00155 0.15027
1051029 17473777 0.00106426 20760 m2 0.46425 0.5925 0.336 -0.001026 0.0661303
447344 23735625 0.00140046 28201 m2 0.552 0.6615 0.4425 -0.000876 0.0484854
1007556 38601201 -0.00254143 45865 m2 0.41975 0.435 0.4045 -0.000122 0.000954847
1177695 6582251 -0.00334196 7822 m2 0.491 0.335 0.647 0.001248 0.0973755
609118 20447339 -0.00350111 24293 m2 0.56725 0.421 0.7135 0.00117 0.0871325
1139576 40655071 -0.00179858 48308 m2 0.30975 0.354 0.2655 -0.000354 0.00915817
1630268 40064552 -0.000721473 47605 m2 0.121 0.119 0.123 1.6e-05 3.76085e-05
1161782 25246802 0.00195991 29997 m2 0.491 0.335 0.647 0.001248 0.0973755
1024198 16323304 -0.00048222 19393 m2 0.46425 0.5925 0.336 -0.001026 0.0661303
791183 40241371 0.00350722 47816 m2 0.50625 0.52 0.4925 -0.00011 0.000756368
478052 30394432 -0.00120075 36110 m2 0.448 0.3385 0.5575 0.000876 0.0484854
445372 14031653 -0.00172242 16670 m2 0.448 0.3385 0.5575 0.000876 0.0484854
1329362 41237849 0.00119208 48999 m2 0.2135 0.2465 0.1805 -0.000264 0.00648532
1053418 23790276 0.0001074 28267 m2 0.46425 0.5925 0.336 -0.001026 0.0661303
1804734 40989672 -0.00105011 48705 m2 0.26625 0.2575 0.275 7e-05 0.000391903
